datetime,date,hour,province,amphoe,tambon,pm25_avg,source_id,lat,lon,temperature_avg
2026-01-01 17:00:00,2026-01-01,17,เชียงใหม่,เมือง,สุเทพ,30.94,13,18.761371,98.931855,28.031103896103897
2026-01-01 18:00:00,2026-01-01,18,เชียงใหม่,เมือง,สุเทพ,33.66,13,18.761371,98.931855,23.84032679738562
2026-01-01 19:00:00,2026-01-01,19,เชียงใหม่,เมือง,สุเทพ,30.08,13,18.761371,98.931855,21.407615894039736
2026-01-01 20:00:00,2026-01-01,20,เชียงใหม่,เมือง,สุเทพ,27.14,13,18.761371,98.931855,20.035947712418302
2026-01-01 21:00:00,2026-01-01,21,เชียงใหม่,เมือง,สุเทพ,33.54,13,18.761371,98.931855,19.128400000000003
2026-01-01 22:00:00,2026-01-01,22,เชียงใหม่,เมือง,สุเทพ,34.73,13,18.761371,98.931855,18.27640522875817
2026-01-01 23:00:00,2026-01-01,23,เชียงใหม่,เมือง,สุเทพ,35.66,13,18.761371,98.931855,17.545098039215688
2026-01-02 00:00:00,2026-01-02,0,เชียงใหม่,เมือง,สุเทพ,36.93,13,18.761371,98.931855,16.94
2026-01-02 01:00:00,2026-01-02,1,เชียงใหม่,เมือง,สุเทพ,37.17,13,18.761371,98.931855,16.5184
2026-01-02 02:00:00,2026-01-02,2,เชียงใหม่,เมือง,สุเทพ,38.37,13,18.761371,98.931855,15.997499999999999
2026-01-02 03:00:00,2026-01-02,3,เชียงใหม่,เมือง,สุเทพ,38.33,13,18.761371,98.931855,15.654399999999999
2026-01-02 04:00:00,2026-01-02,4,เชียงใหม่,เมือง,สุเทพ,37.5,13,18.761371,98.931855,15.427947019867549
2026-01-02 05:00:00,2026-01-02,5,เชียงใหม่,เมือง,สุเทพ,40.93,13,18.761371,98.931855,15.160986842105261
2026-01-02 06:00:00,2026-01-02,6,เชียงใหม่,เมือง,สุเทพ,41.02,13,18.761371,98.931855,15.01388157894737
2026-01-02 07:00:00,2026-01-02,7,เชียงใหม่,เมือง,สุเทพ,41.13,13,18.761371,98.931855,14.930927152317881
2026-01-02 08:00:00,2026-01-02,8,เชียงใหม่,เมือง,สุเทพ,46.76,13,18.761371,98.931855,16.273552631578948
2026-01-02 09:00:00,2026-01-02,9,เชียงใหม่,เมือง,สุเทพ,51.14,13,18.761371,98.931855,19.277565789473684
2026-01-02 10:00:00,2026-01-02,10,เชียงใหม่,เมือง,สุเทพ,48.82,13,18.761371,98.931855,22.802941176470586
2026-01-02 11:00:00,2026-01-02,11,เชียงใหม่,เมือง,สุเทพ,41.6,13,18.761371,98.931855,26.04801324503311
2026-01-02 12:00:00,2026-01-02,12,เชียงใหม่,เมือง,สุเทพ,34.14,13,18.761371,98.931855,28.01797385620915
2026-01-02 13:00:00,2026-01-02,13,เชียงใหม่,เมือง,สุเทพ,33.31,13,18.761371,98.931855,29.192094594594597
2026-01-02 14:00:00,2026-01-02,14,เชียงใหม่,เมือง,สุเทพ,32.79,13,18.761371,98.931855,29.773749999999996
2026-01-02 15:00:00,2026-01-02,15,เชียงใหม่,เมือง,สุเทพ,32.13,13,18.761371,98.931855,29.958355263157895
2026-01-02 16:00:00,2026-01-02,16,เชียงใหม่,เมือง,สุเทพ,32.52,13,18.761371,98.931855,29.06915584415584
2026-01-02 17:00:00,2026-01-02,17,เชียงใหม่,เมือง,สุเทพ,34.24,13,18.761371,98.931855,27.126339869281047
2026-01-02 18:00:00,2026-01-02,18,เชียงใหม่,เมือง,สุเทพ,36.96,13,18.761371,98.931855,23.556103896103895
2026-01-02 19:00:00,2026-01-02,19,เชียงใหม่,เมือง,สุเทพ,36.04,13,18.761371,98.931855,21.23065789473684
2026-01-02 20:00:00,2026-01-02,20,เชียงใหม่,เมือง,สุเทพ,34.16,13,18.761371,98.931855,19.96640522875817
2026-01-02 21:00:00,2026-01-02,21,เชียงใหม่,เมือง,สุเทพ,33.6,13,18.761371,98.931855,19.014605263157893
2026-01-02 22:00:00,2026-01-02,22,เชียงใหม่,เมือง,สุเทพ,33.75,13,18.761371,98.931855,18.26532894736842
2026-01-02 23:00:00,2026-01-02,23,เชียงใหม่,เมือง,สุเทพ,35.45,13,18.761371,98.931855,17.589150326797384
2026-01-03 00:00:00,2026-01-03,0,เชียงใหม่,เมือง,สุเทพ,35.57,13,18.761371,98.931855,17.003333333333334
2026-01-03 01:00:00,2026-01-03,1,เชียงใหม่,เมือง,สุเทพ,35.92,13,18.761371,98.931855,16.55317880794702
2026-01-03 02:00:00,2026-01-03,2,เชียงใหม่,เมือง,สุเทพ,36.63,13,18.761371,98.931855,16.097908496732025
2026-01-03 03:00:00,2026-01-03,3,เชียงใหม่,เมือง,สุเทพ,36.49,13,18.761371,98.931855,15.734605263157894
2026-01-03 04:00:00,2026-01-03,4,เชียงใหม่,เมือง,สุเทพ,36.54,13,18.761371,98.931855,15.376078431372548
2026-01-03 05:00:00,2026-01-03,5,เชียงใหม่,เมือง,สุเทพ,37.53,13,18.761371,98.931855,15.122483660130717
2026-01-03 06:00:00,2026-01-03,6,เชียงใหม่,เมือง,สุเทพ,36.96,13,18.761371,98.931855,14.891059602649008
2026-01-03 07:00:00,2026-01-03,7,เชียงใหม่,เมือง,สุเทพ,36.36,13,18.761371,98.931855,14.807466666666667
2026-01-03 08:00:00,2026-01-03,8,เชียงใหม่,เมือง,สุเทพ,43.1,13,18.761371,98.931855,16.23092105263158
2026-01-03 09:00:00,2026-01-03,9,เชียงใหม่,เมือง,สุเทพ,42.59,13,18.761371,98.931855,19.328692810457515
2026-01-03 10:00:00,2026-01-03,10,เชียงใหม่,เมือง,สุเทพ,36.18,13,18.761371,98.931855,23.117434210526316
2026-01-03 11:00:00,2026-01-03,11,เชียงใหม่,เมือง,สุเทพ,30.77,13,18.761371,98.931855,26.27662251655629
2026-01-03 12:00:00,2026-01-03,12,เชียงใหม่,เมือง,สุเทพ,27.97,13,18.761371,98.931855,27.728355263157894
2026-01-03 13:00:00,2026-01-03,13,เชียงใหม่,เมือง,สุเทพ,26.9,13,18.761371,98.931855,28.58300653594771
2026-01-03 14:00:00,2026-01-03,14,เชียงใหม่,เมือง,สุเทพ,24.62,13,18.761371,98.931855,28.962565789473686
2026-01-03 15:00:00,2026-01-03,15,เชียงใหม่,เมือง,สุเทพ,23.71,13,18.761371,98.931855,28.94525974025974
2026-01-03 16:00:00,2026-01-03,16,เชียงใหม่,เมือง,สุเทพ,23.84,13,18.761371,98.931855,28.374078947368417
2026-01-03 17:00:00,2026-01-03,17,เชียงใหม่,เมือง,สุเทพ,26.42,13,18.761371,98.931855,26.62328947368421
2026-01-03 18:00:00,2026-01-03,18,เชียงใหม่,เมือง,สุเทพ,30.06,13,18.761371,98.931855,23.02396103896104
2026-01-03 19:00:00,2026-01-03,19,เชียงใหม่,เมือง,สุเทพ,30.32,13,18.761371,98.931855,20.67437908496732
2026-01-03 20:00:00,2026-01-03,20,เชียงใหม่,เมือง,สุเทพ,28.29,13,18.761371,98.931855,19.410197368421052
2026-01-03 21:00:00,2026-01-03,21,เชียงใหม่,เมือง,สุเทพ,26.42,13,18.761371,98.931855,18.479934640522874
2026-01-03 22:00:00,2026-01-03,22,เชียงใหม่,เมือง,สุเทพ,24.83,13,18.761371,98.931855,17.787236842105262
2026-01-03 23:00:00,2026-01-03,23,เชียงใหม่,เมือง,สุเทพ,27.07,13,18.761371,98.931855,17.12666666666667
2026-01-04 00:00:00,2026-01-04,0,เชียงใหม่,เมือง,สุเทพ,26.54,13,18.761371,98.931855,16.568496732026144
2026-01-04 01:00:00,2026-01-04,1,เชียงใหม่,เมือง,สุเทพ,27.24,13,18.761371,98.931855,16.13794701986755
2026-01-04 02:00:00,2026-01-04,2,เชียงใหม่,เมือง,สุเทพ,27.52,13,18.761371,98.931855,15.723666666666668
2026-01-04 03:00:00,2026-01-04,3,เชียงใหม่,เมือง,สุเทพ,28.11,13,18.761371,98.931855,15.394144736842104
2026-01-04 04:00:00,2026-01-04,4,เชียงใหม่,เมือง,สุเทพ,30.51,13,18.761371,98.931855,15.153223684210525
2026-01-04 05:00:00,2026-01-04,5,เชียงใหม่,เมือง,สุเทพ,29.07,13,18.761371,98.931855,14.868741721854304
2026-01-04 06:00:00,2026-01-04,6,เชียงใหม่,เมือง,สุเทพ,30.67,13,18.761371,98.931855,14.58375
2026-01-04 07:00:00,2026-01-04,7,เชียงใหม่,เมือง,สุเทพ,29.66,13,18.761371,98.931855,14.47019867549669
2026-01-04 08:00:00,2026-01-04,8,เชียงใหม่,เมือง,สุเทพ,31.54,13,18.761371,98.931855,16.130529801324503
2026-01-04 09:00:00,2026-01-04,9,เชียงใหม่,เมือง,สุเทพ,40.7,13,18.761371,98.931855,19.42032894736842
2026-01-04 10:00:00,2026-01-04,10,เชียงใหม่,เมือง,สุเทพ,41.18,13,18.761371,98.931855,23.13625
2026-01-04 11:00:00,2026-01-04,11,เชียงใหม่,เมือง,สุเทพ,33.08,13,18.761371,98.931855,26.12171052631579
2026-01-04 12:00:00,2026-01-04,12,เชียงใหม่,เมือง,สุเทพ,24.97,13,18.761371,98.931855,27.90913907284768
2026-01-04 13:00:00,2026-01-04,13,เชียงใหม่,เมือง,สุเทพ,21.39,13,18.761371,98.931855,28.850394736842105
2026-01-04 14:00:00,2026-01-04,14,เชียงใหม่,เมือง,สุเทพ,20.19,13,18.761371,98.931855,29.33512987012987
2026-01-04 15:00:00,2026-01-04,15,เชียงใหม่,เมือง,สุเทพ,18.94,13,18.761371,98.931855,29.53814569536424
2026-01-04 16:00:00,2026-01-04,16,เชียงใหม่,เมือง,สุเทพ,18.21,13,18.761371,98.931855,28.87318181818182
2026-01-04 17:00:00,2026-01-04,17,เชียงใหม่,เมือง,สุเทพ,18.84,13,18.761371,98.931855,26.98588235294118
2026-01-04 18:00:00,2026-01-04,18,เชียงใหม่,เมือง,สุเทพ,22.8,13,18.761371,98.931855,23.29487012987013
2026-01-04 19:00:00,2026-01-04,19,เชียงใหม่,เมือง,สุเทพ,24.06,13,18.761371,98.931855,20.885359477124183
2026-01-04 20:00:00,2026-01-04,20,เชียงใหม่,เมือง,สุเทพ,25.2,13,18.761371,98.931855,19.619605263157894
2026-01-04 21:00:00,2026-01-04,21,เชียงใหม่,เมือง,สุเทพ,23.43,13,18.761371,98.931855,18.686490066225165
2026-01-04 22:00:00,2026-01-04,22,เชียงใหม่,เมือง,สุเทพ,24.21,13,18.761371,98.931855,17.91828947368421
2026-01-04 23:00:00,2026-01-04,23,เชียงใหม่,เมือง,สุเทพ,23.59,13,18.761371,98.931855,17.288157894736845
2026-01-05 00:00:00,2026-01-05,0,เชียงใหม่,เมือง,สุเทพ,23.72,13,18.761371,98.931855,16.719934210526315
2026-01-05 01:00:00,2026-01-05,1,เชียงใหม่,เมือง,สุเทพ,23.68,13,18.761371,98.931855,16.205751633986928
2026-01-05 02:00:00,2026-01-05,2,เชียงใหม่,เมือง,สุเทพ,24.18,13,18.761371,98.931855,15.768562091503268
2026-01-05 03:00:00,2026-01-05,3,เชียงใหม่,เมือง,สุเทพ,24.66,13,18.761371,98.931855,15.33842105263158
2026-01-05 04:00:00,2026-01-05,4,เชียงใหม่,เมือง,สุเทพ,24.54,13,18.761371,98.931855,14.981447368421051
2026-01-05 05:00:00,2026-01-05,5,เชียงใหม่,เมือง,สุเทพ,25.96,13,18.761371,98.931855,14.704503311258279
2026-01-05 06:00:00,2026-01-05,6,เชียงใหม่,เมือง,สุเทพ,24.52,13,18.761371,98.931855,14.401447368421053
2026-01-05 07:00:00,2026-01-05,7,เชียงใหม่,เมือง,สุเทพ,26.08,13,18.761371,98.931855,14.211655629139074
2026-01-05 08:00:00,2026-01-05,8,เชียงใหม่,เมือง,สุเทพ,34.89,13,18.761371,98.931855,15.803157894736842
2026-01-05 09:00:00,2026-01-05,9,เชียงใหม่,เมือง,สุเทพ,37.98,13,18.761371,98.931855,18.879139072847682
2026-01-05 10:00:00,2026-01-05,10,เชียงใหม่,เมือง,สุเทพ,32.01,13,18.761371,98.931855,22.631249999999998
2026-01-05 11:00:00,2026-01-05,11,เชียงใหม่,เมือง,สุเทพ,28.54,13,18.761371,98.931855,25.785986842105263
2026-01-05 12:00:00,2026-01-05,12,เชียงใหม่,เมือง,สุเทพ,23.41,13,18.761371,98.931855,27.902980132450335
2026-01-05 13:00:00,2026-01-05,13,เชียงใหม่,เมือง,สุเทพ,19.76,13,18.761371,98.931855,29.241437908496728
2026-01-05 14:00:00,2026-01-05,14,เชียงใหม่,เมือง,สุเทพ,13.18,13,18.761371,98.931855,29.81546052631579
2026-01-05 15:00:00,2026-01-05,15,เชียงใหม่,เมือง,สุเทพ,11.72,13,18.761371,98.931855,30.10496732026144
2026-01-05 16:00:00,2026-01-05,16,เชียงใหม่,เมือง,สุเทพ,12.17,13,18.761371,98.931855,29.52019867549669
2026-01-05 17:00:00,2026-01-05,17,เชียงใหม่,เมือง,สุเทพ,13.14,13,18.761371,98.931855,27.465526315789475
2026-01-05 18:00:00,2026-01-05,18,เชียงใหม่,เมือง,สุเทพ,15.62,13,18.761371,98.931855,23.162171052631578
2026-01-05 19:00:00,2026-01-05,19,เชียงใหม่,เมือง,สุเทพ,15.95,13,18.761371,98.931855,20.52953947368421
2026-01-05 20:00:00,2026-01-05,20,เชียงใหม่,เมือง,สุเทพ,15.68,13,18.761371,98.931855,19.174407894736845
2026-01-05 21:00:00,2026-01-05,21,เชียงใหม่,เมือง,สุเทพ,16.84,13,18.761371,98.931855,18.08169934640523
2026-01-05 22:00:00,2026-01-05,22,เชียงใหม่,เมือง,สุเทพ,18.04,13,18.761371,98.931855,17.211363636363636
2026-01-05 23:00:00,2026-01-05,23,เชียงใหม่,เมือง,สุเทพ,18.63,13,18.761371,98.931855,16.488104575163398
2026-01-06 00:00:00,2026-01-06,0,เชียงใหม่,เมือง,สุเทพ,18.41,13,18.761371,98.931855,15.877960526315789
2026-01-06 01:00:00,2026-01-06,1,เชียงใหม่,เมือง,สุเทพ,19.32,13,18.761371,98.931855,15.303026315789474
2026-01-06 02:00:00,2026-01-06,2,เชียงใหม่,เมือง,สุเทพ,20.79,13,18.761371,98.931855,14.809411764705883
2026-01-06 03:00:00,2026-01-06,3,เชียงใหม่,เมือง,สุเทพ,21.47,13,18.761371,98.931855,14.455960264900662
2026-01-06 04:00:00,2026-01-06,4,เชียงใหม่,เมือง,สุเทพ,24.59,13,18.761371,98.931855,14.105165562913909
2026-01-06 05:00:00,2026-01-06,5,เชียงใหม่,เมือง,สุเทพ,24.73,13,18.761371,98.931855,13.8425
2026-01-06 06:00:00,2026-01-06,6,เชียงใหม่,เมือง,สุเทพ,22.75,13,18.761371,98.931855,13.621788079470198
2026-01-06 07:00:00,2026-01-06,7,เชียงใหม่,เมือง,สุเทพ,23.1,13,18.761371,98.931855,13.39657894736842
2026-01-06 08:00:00,2026-01-06,8,เชียงใหม่,เมือง,สุเทพ,28.85,13,18.761371,98.931855,15.15703947368421
2026-01-06 09:00:00,2026-01-06,9,เชียงใหม่,เมือง,สุเทพ,39.22,13,18.761371,98.931855,18.594569536423844
2026-01-06 10:00:00,2026-01-06,10,เชียงใหม่,เมือง,สุเทพ,37.93,13,18.761371,98.931855,22.32467105263158
2026-01-06 11:00:00,2026-01-06,11,เชียงใหม่,เมือง,สุเทพ,26.94,13,18.761371,98.931855,25.62611842105263
2026-01-06 12:00:00,2026-01-06,12,เชียงใหม่,เมือง,สุเทพ,24.12,13,18.761371,98.931855,27.62171052631579
2026-01-06 13:00:00,2026-01-06,13,เชียงใหม่,เมือง,สุเทพ,19.14,13,18.761371,98.931855,28.802649006622516
2026-01-06 14:00:00,2026-01-06,14,เชียงใหม่,เมือง,สุเทพ,16.04,13,18.761371,98.931855,29.2098
2026-01-06 15:00:00,2026-01-06,15,เชียงใหม่,เมือง,สุเทพ,17.1,13,18.761371,98.931855,29.41444444444444
2026-01-06 16:00:00,2026-01-06,16,เชียงใหม่,เมือง,สุเทพ,16.22,13,18.761371,98.931855,28.636363636363637
2026-01-06 17:00:00,2026-01-06,17,เชียงใหม่,เมือง,สุเทพ,17.58,13,18.761371,98.931855,26.809605263157895
2026-01-06 18:00:00,2026-01-06,18,เชียงใหม่,เมือง,สุเทพ,21.05,13,18.761371,98.931855,22.95764705882353
2026-01-06 19:00:00,2026-01-06,19,เชียงใหม่,เมือง,สุเทพ,22.3,13,18.761371,98.931855,20.41954248366013
2026-01-06 20:00:00,2026-01-06,20,เชียงใหม่,เมือง,สุเทพ,23.39,13,18.761371,98.931855,19.063660130718954
2026-01-06 21:00:00,2026-01-06,21,เชียงใหม่,เมือง,สุเทพ,23.62,13,18.761371,98.931855,17.982847682119203
2026-01-06 22:00:00,2026-01-06,22,เชียงใหม่,เมือง,สุเทพ,24.74,13,18.761371,98.931855,17.153157894736843
2026-01-06 23:00:00,2026-01-06,23,เชียงใหม่,เมือง,สุเทพ,24.95,13,18.761371,98.931855,16.470065789473683
2026-01-07 00:00:00,2026-01-07,0,เชียงใหม่,เมือง,สุเทพ,26.59,13,18.761371,98.931855,15.887549668874172
2026-01-07 01:00:00,2026-01-07,1,เชียงใหม่,เมือง,สุเทพ,26.46,13,18.761371,98.931855,15.434238410596027
2026-01-07 02:00:00,2026-01-07,2,เชียงใหม่,เมือง,สุเทพ,27.91,13,18.761371,98.931855,14.880789473684212
2026-01-07 03:00:00,2026-01-07,3,เชียงใหม่,เมือง,สุเทพ,28.59,13,18.761371,98.931855,14.43157894736842
2026-01-07 04:00:00,2026-01-07,4,เชียงใหม่,เมือง,สุเทพ,28.01,13,18.761371,98.931855,14.07708609271523
2026-01-07 05:00:00,2026-01-07,5,เชียงใหม่,เมือง,สุเทพ,29.24,13,18.761371,98.931855,13.735960264900664
2026-01-07 06:00:00,2026-01-07,6,เชียงใหม่,เมือง,สุเทพ,29.07,13,18.761371,98.931855,13.449266666666666
2026-01-07 07:00:00,2026-01-07,7,เชียงใหม่,เมือง,สุเทพ,29.57,13,18.761371,98.931855,13.295369127516778
2026-01-07 08:00:00,2026-01-07,8,เชียงใหม่,เมือง,สุเทพ,39.57,13,18.761371,98.931855,15.010333333333335
2026-01-07 09:00:00,2026-01-07,9,เชียงใหม่,เมือง,สุเทพ,39.69,13,18.761371,98.931855,18.455789473684213
2026-01-07 10:00:00,2026-01-07,10,เชียงใหม่,เมือง,สุเทพ,38.77,13,18.761371,98.931855,22.192565789473683
2026-01-07 11:00:00,2026-01-07,11,เชียงใหม่,เมือง,สุเทพ,28.11,13,18.761371,98.931855,25.156797385620912
2026-01-07 12:00:00,2026-01-07,12,เชียงใหม่,เมือง,สุเทพ,22.79,13,18.761371,98.931855,26.77668831168831
2026-01-07 13:00:00,2026-01-07,13,เชียงใหม่,เมือง,สุเทพ,19.28,13,18.761371,98.931855,27.705584415584415
2026-01-07 14:00:00,2026-01-07,14,เชียงใหม่,เมือง,สุเทพ,16.29,13,18.761371,98.931855,28.171258278145693
2026-01-07 15:00:00,2026-01-07,15,เชียงใหม่,เมือง,สุเทพ,20.64,13,18.761371,98.931855,28.299999999999997
2026-01-07 16:00:00,2026-01-07,16,เชียงใหม่,เมือง,สุเทพ,18.06,13,18.761371,98.931855,27.66512987012987
2026-01-07 17:00:00,2026-01-07,17,เชียงใหม่,เมือง,สุเทพ,17.3,13,18.761371,98.931855,25.895324675324677
2026-01-07 18:00:00,2026-01-07,18,เชียงใหม่,เมือง,สุเทพ,19.94,13,18.761371,98.931855,22.400194805194808
2026-01-07 19:00:00,2026-01-07,19,เชียงใหม่,เมือง,สุเทพ,21.13,13,18.761371,98.931855,19.822649006622516
2026-01-07 20:00:00,2026-01-07,20,เชียงใหม่,เมือง,สุเทพ,24.05,13,18.761371,98.931855,18.449276315789472
2026-01-07 21:00:00,2026-01-07,21,เชียงใหม่,เมือง,สุเทพ,25.91,13,18.761371,98.931855,17.468823529411765
2026-01-07 22:00:00,2026-01-07,22,เชียงใหม่,เมือง,สุเทพ,27.18,13,18.761371,98.931855,16.635490196078432
2026-01-07 23:00:00,2026-01-07,23,เชียงใหม่,เมือง,สุเทพ,25.93,13,18.761371,98.931855,15.889276315789473
2026-01-08 00:00:00,2026-01-08,0,เชียงใหม่,เมือง,สุเทพ,24.27,13,18.761371,98.931855,15.248223684210526
2026-01-08 01:00:00,2026-01-08,1,เชียงใหม่,เมือง,สุเทพ,24.76,13,18.761371,98.931855,14.680197368421052
2026-01-08 02:00:00,2026-01-08,2,เชียงใหม่,เมือง,สุเทพ,25.28,13,18.761371,98.931855,14.170463576158939
2026-01-08 03:00:00,2026-01-08,3,เชียงใหม่,เมือง,สุเทพ,25.73,13,18.761371,98.931855,13.7132
2026-01-08 04:00:00,2026-01-08,4,เชียงใหม่,เมือง,สุเทพ,26.55,13,18.761371,98.931855,13.289205298013245
2026-01-08 05:00:00,2026-01-08,5,เชียงใหม่,เมือง,สุเทพ,26.26,13,18.761371,98.931855,12.915065789473683
2026-01-08 06:00:00,2026-01-08,6,เชียงใหม่,เมือง,สุเทพ,28.08,13,18.761371,98.931855,12.624701986754966
2026-01-08 07:00:00,2026-01-08,7,เชียงใหม่,เมือง,สุเทพ,28.85,13,18.761371,98.931855,12.419530201342281
2026-01-08 08:00:00,2026-01-08,8,เชียงใหม่,เมือง,สุเทพ,36.93,13,18.761371,98.931855,14.202302631578947
2026-01-08 09:00:00,2026-01-08,9,เชียงใหม่,เมือง,สุเทพ,35.22,13,18.761371,98.931855,17.76653594771242
2026-01-08 10:00:00,2026-01-08,10,เชียงใหม่,เมือง,สุเทพ,31.2,13,18.761371,98.931855,21.480132450331126
2026-01-08 11:00:00,2026-01-08,11,เชียงใหม่,เมือง,สุเทพ,26.52,13,18.761371,98.931855,24.185657894736842
2026-01-08 12:00:00,2026-01-08,12,เชียงใหม่,เมือง,สุเทพ,20.85,13,18.761371,98.931855,25.801513157894735
2026-01-08 13:00:00,2026-01-08,13,เชียงใหม่,เมือง,สุเทพ,18.98,13,18.761371,98.931855,26.83450331125828
2026-01-08 14:00:00,2026-01-08,14,เชียงใหม่,เมือง,สุเทพ,17.02,13,18.761371,98.931855,27.44450980392157
2026-01-08 15:00:00,2026-01-08,15,เชียงใหม่,เมือง,สุเทพ,15.69,13,18.761371,98.931855,27.678092105263158
2026-01-08 16:00:00,2026-01-08,16,เชียงใหม่,เมือง,สุเทพ,14.92,13,18.761371,98.931855,27.143092105263158
2026-01-08 17:00:00,2026-01-08,17,เชียงใหม่,เมือง,สุเทพ,16.42,13,18.761371,98.931855,25.31012987012987
2026-01-08 18:00:00,2026-01-08,18,เชียงใหม่,เมือง,สุเทพ,19.71,13,18.761371,98.931855,21.67564935064935
2026-01-08 19:00:00,2026-01-08,19,เชียงใหม่,เมือง,สุเทพ,20.16,13,18.761371,98.931855,19.012156862745098
2026-01-08 20:00:00,2026-01-08,20,เชียงใหม่,เมือง,สุเทพ,19.47,13,18.761371,98.931855,17.51281045751634
2026-01-08 21:00:00,2026-01-08,21,เชียงใหม่,เมือง,สุเทพ,19.68,13,18.761371,98.931855,16.40909090909091
2026-01-08 22:00:00,2026-01-08,22,เชียงใหม่,เมือง,สุเทพ,19.81,13,18.761371,98.931855,15.595099337748346
2026-01-08 23:00:00,2026-01-08,23,เชียงใหม่,เมือง,สุเทพ,21.61,13,18.761371,98.931855,14.803701298701299
2026-01-09 00:00:00,2026-01-09,0,เชียงใหม่,เมือง,สุเทพ,22.62,13,18.761371,98.931855,14.232368421052632
2026-01-09 01:00:00,2026-01-09,1,เชียงใหม่,เมือง,สุเทพ,23.0,13,18.761371,98.931855,13.706666666666667
2026-01-09 02:00:00,2026-01-09,2,เชียงใหม่,เมือง,สุเทพ,23.93,13,18.761371,98.931855,13.189
2026-01-09 03:00:00,2026-01-09,3,เชียงใหม่,เมือง,สุเทพ,25.87,13,18.761371,98.931855,12.6924
2026-01-09 04:00:00,2026-01-09,4,เชียงใหม่,เมือง,สุเทพ,26.04,13,18.761371,98.931855,12.26980132450331
2026-01-09 05:00:00,2026-01-09,5,เชียงใหม่,เมือง,สุเทพ,29.15,13,18.761371,98.931855,11.972953020134229
2026-01-09 06:00:00,2026-01-09,6,เชียงใหม่,เมือง,สุเทพ,31.27,13,18.761371,98.931855,11.653112582781457
2026-01-09 07:00:00,2026-01-09,7,เชียงใหม่,เมือง,สุเทพ,32.5,13,18.761371,98.931855,11.444228187919464
2026-01-09 08:00:00,2026-01-09,8,เชียงใหม่,เมือง,สุเทพ,35.1,13,18.761371,98.931855,13.103489932885907
2026-01-09 09:00:00,2026-01-09,9,เชียงใหม่,เมือง,สุเทพ,31.35,13,18.761371,98.931855,16.461307189542485
2026-01-09 10:00:00,2026-01-09,10,เชียงใหม่,เมือง,สุเทพ,29.61,13,18.761371,98.931855,20.164407894736843
2026-01-09 11:00:00,2026-01-09,11,เชียงใหม่,เมือง,สุเทพ,25.93,13,18.761371,98.931855,23.36006622516556
2026-01-09 12:00:00,2026-01-09,12,เชียงใหม่,เมือง,สุเทพ,24.4,13,18.761371,98.931855,25.172679738562092
2026-01-09 13:00:00,2026-01-09,13,เชียงใหม่,เมือง,สุเทพ,21.11,13,18.761371,98.931855,26.429934210526316
2026-01-09 14:00:00,2026-01-09,14,เชียงใหม่,เมือง,สุเทพ,19.03,13,18.761371,98.931855,27.155098039215684
2026-01-09 15:00:00,2026-01-09,15,เชียงใหม่,เมือง,สุเทพ,19.33,13,18.761371,98.931855,27.52796052631579
