date,province,amphoe,tambon,pm25_avg,temperature_avg
2026-01-01,เชียงใหม่,เชียงดาว,ปิงโค้ง,38.32145833333333,20.98928787096193
2026-01-01,เชียงใหม่,เชียงดาว,เชียงดาว,31.25305555555555,20.40458333333333
2026-01-01,เชียงใหม่,เชียงดาว,เมืองนะ,23.99416666666667,20.98928787096193
2026-01-01,เชียงใหม่,เมือง,ช้างคลาน,37.07826086956521,21.17046400265135
2026-01-01,เชียงใหม่,เมือง,ช้างม่อย,52.759166666666665,20.98928787096193
2026-01-01,เชียงใหม่,เมือง,วัดเกต,15.153541666666667,20.98928787096193
2026-01-01,เชียงใหม่,เมือง,สุเทพ,30.874334600760456,20.996363490243155
2026-01-01,เชียงใหม่,แม่วาง,บ้านกาด,31.215,22.148750000000003
2026-01-01,เชียงใหม่,แม่ออน,บ้านสหกรณ์,45.26625000000001,20.98928787096193
2026-01-01,เชียงใหม่,แม่อาย,แม่อาย,12.174999999999999,20.98928787096193
2026-01-01,เชียงใหม่,ไชยปราการ,บ้านปงตำ,8.9575,20.98928787096193
2026-01-01,เชียงใหม่,ไชยปราการ,ศรีดงเย็น,74.41291666666667,20.98928787096193
2026-01-01,แพร่,ร้องกวาง,ร้องเข็ม,43.218333333333334,20.98928787096193
2026-01-01,แพร่,ลอง,ห้วยอ้อ,35.096666666666664,20.98928787096193
2026-01-01,แพร่,วังชิ้น,วังชิ้น,33.32833333333333,23.040833333333335
2026-01-01,แพร่,สอง,บ้านหนุน,31.41125,20.98928787096193
2026-01-01,แพร่,เด่นชัย,เด่นชัย,25.404545454545456,18.765757575757576
2026-01-01,แพร่,เมือง,ในเวียง,33.07145833333333,20.98928787096193
2026-01-01,แพร่,เมืองแพร่,ในเวียง,39.219166666666666,20.98928787096193
2026-01-01,แม่ฮ่องสอน,ขุนยวม,ขุนยวม,15.637916666666667,19.793333333333333
2026-01-01,แม่ฮ่องสอน,ปางมะผ้า,สบป่อง,17.580416666666668,20.98928787096193
2026-01-01,แม่ฮ่องสอน,ปาย,เวียงเหนือ,40.18125,17.924166666666668
2026-01-01,แม่ฮ่องสอน,ปาย,เวียงใต้,31.460416666666667,19.634583333333335
2026-01-01,แม่ฮ่องสอน,ปาย,แม่ฮี้,33.17958333333333,20.98928787096193
2026-01-01,แม่ฮ่องสอน,สบเมย,แม่คะตวน,19.0275,20.98928787096193
2026-01-01,แม่ฮ่องสอน,เมือง,จองคำ,18.562916666666666,20.98928787096193
2026-01-01,แม่ฮ่องสอน,เมือง,ปางหมู,12.517083333333334,20.98928787096193
2026-01-01,แม่ฮ่องสอน,แม่ลาน้อย,บ้านสาม,21.3175,20.98928787096193
2026-01-01,แม่ฮ่องสอน,แม่ลาน้อย,แม่ลาน้อย,19.574583333333333,20.98928787096193
2026-01-01,แม่ฮ่องสอน,แม่ลาน้อย,แม่ลาหลวง,6.531666666666666,20.98928787096193
2026-01-01,แม่ฮ่องสอน,แม่สะเรียง,ห้วยสิงห์,17.0,20.98928787096193
2026-01-02,น่าน,นาหมื่น,บ่อแก้ว,25.7,20.755
2026-01-02,น่าน,บ้านหลวง,สวด,21.373125,20.950251517504814
2026-01-02,น่าน,เฉลิมพระเกียรติ,ห้วยโก๋น,15.0,17.329166666666666
2026-01-02,พะเยา,จุน,ห้วยข้าวก่ำ,1.7270833333333335,21.090416666666666
2026-01-02,พะเยา,ดอกคำใต้,ดงสุวรรณ,33.089166666666664,20.950251517504814
2026-01-02,พะเยา,ดอกคำใต้,ดอกคำใต้,29.822083333333335,20.950251517504814
2026-01-02,พะเยา,ดอกคำใต้,ดอนศรีชุม,36.14333333333334,20.950251517504814
2026-01-02,พะเยา,ภูซาง,ทุ่งกล้วย,25.932916666666667,20.950251517504814
2026-01-02,พะเยา,ภูซาง,บ้านฮวก,25.42625,20.950251517504814
2026-01-02,พะเยา,มือง,ท่าวังทอง,36.11541666666667,20.950251517504814
2026-01-02,พะเยา,เชียงคำ,บ้านฝายกวาง,35.42208333333333,20.950251517504814
2026-01-02,พะเยา,เชียงคำ,บ้านหนองป่าแพะ,24.86125,20.950251517504814
2026-01-02,พะเยา,เชียงคำ,เวียง,32.937916666666666,20.950251517504814
2026-01-02,พะเยา,เชียงม่วน,บ้านบ่อเบี้ย,29.800416666666667,20.950251517504814
2026-01-02,พะเยา,เชียงม่วน,เชียงม่วน,30.10625,21.309583333333332
2026-01-02,ลำปาง,เมือง,กล้วยแพะ,41.92125,20.950251517504814
2026-01-02,ลำปาง,เมือง,ปงแสน,41.575833333333335,20.950251517504814
2026-01-02,ลำปาง,เมือง,ปงแสนทอง,53.365833333333335,20.950251517504814
2026-01-02,ลำปาง,เมือง,พระบาท,38.43181818181818,24.06744973891927
2026-01-02,ลำปาง,เมืองลำปาง,นิคมพัฒนา,42.04208333333333,20.950251517504814
2026-01-02,ลำปาง,แม่เมาะ,จางเหนือ,30.1675,20.950251517504814
2026-01-02,ลำปาง,แม่เมาะ,นาสัก,35.681041666666665,20.950251517504814
2026-01-02,ลำปาง,แม่เมาะ,บ้านดง,37.35458333333333,20.950251517504814
2026-01-02,ลำปาง,แม่เมาะ,สบป้าด,38.46041666666667,20.950251517504814
2026-01-02,ลำปาง,แม่เมาะ,แม่เมาะ,32.59020833333333,22.175833333333333
2026-01-02,ลำพูน,บ้านโฮ่ง,ตําบลหนองปลาสะวาย,42.55916666666667,20.950251517504814
2026-01-02,ลำพูน,ป่าซาง,ปากบ่อง,3.5229166666666667,20.950251517504814
2026-01-02,ลำพูน,ลี้,ลี้,35.2040625,21.9584375
2026-01-02,ลำพูน,เมือง,ต้นธง,19.777916666666666,20.950251517504814
2026-01-02,ลำพูน,เมือง,บ้านม้า,36.93875,20.950251517504814
2026-01-02,ลำพูน,เมือง,ป่าซางน้อย,47.0,20.950251517504814
2026-01-02,ลำพูน,เมือง,ศรีบัวบาน,31.95,20.950251517504814
2026-01-02,ลำพูน,เมือง,เหมืองจี้,23.562916666666666,20.950251517504814
2026-01-02,ลำพูน,เมืองลำพูน,หนองหล่ม,22.0,20.950251517504814
2026-01-02,ลำพูน,เมืองลำพูน,ในเมือง,39.60666666666666,20.950251517504814
2026-01-02,ลำพูน,แม่ทา,ทากาศ,41.42041666666667,20.950251517504814
2026-01-02,ลำพูน,แม่ทา,ทาปลาดุก,42.124583333333334,21.001277412280704
2026-01-02,เชียงราย,ป่าแดด,ป่าแดด,35.60090909090909,22.43318181818182
2026-01-02,เชียงราย,พญาเม็งราย,แม่เปา,41.21083333333333,20.950251517504814
2026-01-02,เชียงราย,พาน,ทานตะวัน,33.88875,20.950251517504814
2026-01-02,เชียงราย,พาน,ธารทอง,37.85666666666666,20.950251517504814
2026-01-02,เชียงราย,พาน,บ้านป่าบง,32.98833333333334,20.950251517504814
2026-01-02,เชียงราย,พาน,ม่วงคำ,25.10875,20.950251517504814
2026-01-02,เชียงราย,พาน,แม่เย็น,41.571666666666665,20.950251517504814
2026-01-02,เชียงราย,เชียงของ,บ้านทุ่งงิ้ว,29.51291666666667,20.950251517504814
2026-01-02,เชียงราย,เชียงของ,สถาน,25.075833333333332,20.950251517504814
2026-01-02,เชียงราย,เชียงของ,ห้วยซ้อ,26.977083333333336,20.950251517504814
2026-01-02,เชียงราย,เทิง,เวียง,11.928333333333333,21.242291666666667
2026-01-02,เชียงราย,เมือง,บ้านจะคือ,38.8925,20.950251517504814
2026-01-02,เชียงราย,เมือง,บ้านโป่งพระบาท,33.73791666666667,20.950251517504814
2026-01-02,เชียงราย,เมือง,รอบเวียง,43.64208333333334,21.013125
2026-01-02,เชียงราย,เวียงชัย,บ้านดงมะตื๋น,50.78375,20.950251517504814
2026-01-02,เชียงราย,เวียงชัย,ผางาม,31.90833333333333,20.950251517504814
2026-01-02,เชียงราย,เวียงเชียงรุ้ง,ทุ่งก่อ,33.168749999999996,20.950251517504814
2026-01-02,เชียงราย,เวียงเชียงรุ้ง,บ้านดงมหาวัน,28.416666666666668,20.950251517504814
2026-01-02,เชียงราย,เวียงเชียงรุ้ง,ป่าซาง,22.620833333333334,20.950251517504814
2026-01-02,เชียงราย,เวียงแก่น,ท่าข้าม,17.29,19.490505245958033
2026-01-02,เชียงราย,แม่สรวย,แม่พริก,36.6475,20.950251517504814
2026-01-02,เชียงราย,แม่สาย,บ้านด้าย,43.31125,20.950251517504814
2026-01-02,เชียงราย,แม่สาย,ห้วยไคร้,36.124583333333334,20.950251517504814
2026-01-02,เชียงราย,แม่สาย,เกาะช้าง,12.573333333333332,20.950251517504814
2026-01-02,เชียงราย,แม่สาย,เวียงพางคำ,41.60791666666667,20.94666666666667
2026-01-02,เชียงราย,แม่สาย,แม่สาย,42.611666666666665,20.950251517504814
2026-01-02,เชียงใหม่,จอมทอง,ดอยแก้ว,30.30458333333333,20.950251517504814
2026-01-02,เชียงใหม่,ดอยสะเก็ด,สันปูเลย,41.745416666666664,20.950251517504814
2026-01-02,เชียงใหม่,ดอยเต่า,ดอยเต่า,23.925,20.2625
2026-01-02,เชียงใหม่,ฝาง,เวียง,41.64208333333333,20.771666666666665
2026-01-02,เชียงใหม่,พร้าว,เวียง,24.732916666666668,20.950251517504814
2026-01-02,เชียงใหม่,พร้าว,แม่ปั๋ง,29.66625,20.950251517504814
2026-01-02,เชียงใหม่,สันกำแพง,ดริ๊งค์,33.07083333333333,20.950251517504814
2026-01-02,เชียงใหม่,สันกำแพง,บวกค้าง,43.69833333333333,20.950251517504814
2026-01-02,เชียงใหม่,สันกำแพง,แช่ช้าง,39.0,20.950251517504814
2026-01-02,เชียงใหม่,สันป่าตอง,ยุหว่า,25.21083333333333,20.950251517504814
2026-01-02,เชียงใหม่,สันป่าตอง,สันกลาง,31.95583333333333,20.950251517504814
2026-01-02,เชียงใหม่,สารภี,สารภี,42.25833333333333,20.950251517504814
2026-01-02,เชียงใหม่,หางดง,หนองควาย,4.826666666666667,20.950251517504814
2026-01-02,เชียงใหม่,หางดง,หางดง,40.8775,20.950251517504814
2026-01-02,เชียงใหม่,อมก๋อย,แม่ตื่น,33.60166666666667,20.950251517504814
2026-01-02,เชียงใหม่,ฮอด,หางดง,35.696666666666665,21.83583333333333
2026-01-02,เชียงใหม่,เชียงดาว,บ้านทุ่งข้าวพวง,56.333000000000006,16.11951610142907
2026-01-02,เชียงใหม่,เชียงดาว,บ้านปางเฟือง,40.878750000000004,20.950251517504814
2026-01-02,เชียงใหม่,เชียงดาว,บ้านเมืองงาย,28.0275,20.950251517504814
2026-01-02,เชียงใหม่,เชียงดาว,ปิงโค้ง,31.120208333333334,20.950251517504814
2026-01-02,เชียงใหม่,เชียงดาว,เชียงดาว,25.174166666666665,20.41375
2026-01-02,เชียงใหม่,เชียงดาว,เมืองนะ,19.247291666666666,20.950251517504814
2026-01-02,เชียงใหม่,เมือง,ช้างคลาน,30.085,16.761262581699345
2026-01-02,เชียงใหม่,เมือง,ช้างม่อย,38.074999999999996,20.950251517504814
2026-01-02,เชียงใหม่,เมือง,วัดเกต,12.211538461538462,20.299296549560673
2026-01-02,เชียงใหม่,เมือง,สุเทพ,26.13935606060606,20.95025151750481
2026-01-02,เชียงใหม่,แม่วาง,บ้านกาด,32.415,22.249375
2026-01-02,เชียงใหม่,แม่ออน,บ้านสหกรณ์,33.300000000000004,20.950251517504814
2026-01-02,เชียงใหม่,แม่อาย,แม่อาย,11.616666666666667,20.950251517504814
2026-01-02,เชียงใหม่,แม่แจ่ม,ช่างเคิ่ง,60.917500000000004,17.16
2026-01-02,เชียงใหม่,ไชยปราการ,บ้านปงตำ,4.95375,20.950251517504814
2026-01-02,เชียงใหม่,ไชยปราการ,ศรีดงเย็น,48.64083333333334,20.950251517504814
2026-01-02,แพร่,ร้องกวาง,ร้องเข็ม,40.35458333333333,20.950251517504814
2026-01-02,แพร่,ลอง,ห้วยอ้อ,31.820833333333336,20.950251517504814
2026-01-02,แพร่,วังชิ้น,วังชิ้น,32.496249999999996,22.939166666666665
2026-01-02,แพร่,สอง,บ้านหนุน,30.525833333333335,20.950251517504814
2026-01-02,แพร่,เด่นชัย,เด่นชัย,21.56222222222222,21.93722222222222
2026-01-02,แพร่,เมือง,ในเวียง,28.780416666666667,20.950251517504814
2026-01-02,แพร่,เมืองแพร่,ในเวียง,34.29666666666667,20.950251517504814
2026-01-02,แม่ฮ่องสอน,ขุนยวม,ขุนยวม,17.070416666666667,20.217916666666667
2026-01-02,แม่ฮ่องสอน,ปางมะผ้า,สบป่อง,16.705833333333334,20.950251517504814
2026-01-02,แม่ฮ่องสอน,ปาย,เวียงเหนือ,39.66916666666666,18.789583333333333
2026-01-02,แม่ฮ่องสอน,ปาย,เวียงใต้,31.960138888888892,20.4225
2026-01-02,แม่ฮ่องสอน,ปาย,แม่ฮี้,26.66416666666667,20.950251517504814
2026-01-02,แม่ฮ่องสอน,สบเมย,แม่คะตวน,25.269166666666667,20.950251517504814
2026-01-02,แม่ฮ่องสอน,เมือง,จองคำ,17.418333333333333,20.950251517504814
2026-01-02,แม่ฮ่องสอน,เมือง,ปางหมู,14.672916666666666,20.950251517504814
2026-01-02,แม่ฮ่องสอน,แม่ลาน้อย,บ้านสาม,24.552083333333332,20.950251517504814
2026-01-02,แม่ฮ่องสอน,แม่ลาน้อย,แม่ลาน้อย,22.692916666666665,20.950251517504814
2026-01-02,แม่ฮ่องสอน,แม่ลาน้อย,แม่ลาหลวง,10.088,16.11951610142907
2026-01-02,แม่ฮ่องสอน,แม่สะเรียง,ห้วยสิงห์,17.0,20.950251517504814
2026-01-03,น่าน,นาหมื่น,บ่อแก้ว,17.485,21.15875
2026-01-03,น่าน,บ่อเกลือ,บ่อเกลือใต้,12.25,12.5775
2026-01-03,น่าน,บ้านหลวง,สวด,16.96375,20.67744651015403
2026-01-03,น่าน,เฉลิมพระเกียรติ,ห้วยโก๋น,15.0,16.887916666666666
2026-01-03,พะเยา,จุน,ห้วยข้าวก่ำ,1.5905882352941176,18.921176470588236
2026-01-03,พะเยา,ดอกคำใต้,ดงสุวรรณ,24.709166666666665,20.67744651015403
2026-01-03,พะเยา,ดอกคำใต้,ดอกคำใต้,38.0,20.67744651015403
2026-01-03,พะเยา,ดอกคำใต้,ดอนศรีชุม,25.618750000000002,20.67744651015403
2026-01-03,พะเยา,ภูซาง,ทุ่งกล้วย,17.8175,20.67744651015403
2026-01-03,พะเยา,ภูซาง,บ้านฮวก,22.881666666666664,20.67744651015403
2026-01-03,พะเยา,มือง,ท่าวังทอง,27.979583333333334,20.67744651015403
2026-01-03,พะเยา,เชียงคำ,บ้านฝายกวาง,30.06,20.67744651015403
2026-01-03,พะเยา,เชียงคำ,บ้านหนองป่าแพะ,31.172083333333333,20.67744651015403
2026-01-03,พะเยา,เชียงคำ,เวียง,28.249583333333334,20.67744651015403
2026-01-03,พะเยา,เชียงม่วน,บ้านบ่อเบี้ย,17.85125,20.67744651015403
2026-01-03,พะเยา,เชียงม่วน,เชียงม่วน,23.872083333333336,20.98
2026-01-03,ลำปาง,เมือง,กล้วยแพะ,38.53875,20.67744651015403
2026-01-03,ลำปาง,เมือง,ปงแสน,40.39,20.67744651015403
2026-01-03,ลำปาง,เมือง,ปงแสนทอง,51.63458333333333,20.67744651015403
2026-01-03,ลำปาง,เมือง,พระบาท,34.441250000000004,20.67744651015403
2026-01-03,ลำปาง,เมืองลำปาง,นิคมพัฒนา,32.839999999999996,20.67744651015403
2026-01-03,ลำปาง,แม่เมาะ,จางเหนือ,22.095499999999998,19.87815038493579
2026-01-03,ลำปาง,แม่เมาะ,นาสัก,29.56825,19.67137836855348
2026-01-03,ลำปาง,แม่เมาะ,บ้านดง,25.475416666666664,20.67744651015403
2026-01-03,ลำปาง,แม่เมาะ,สบป้าด,28.358999999999998,19.87815038493579
2026-01-03,ลำปาง,แม่เมาะ,แม่เมาะ,24.198333333333334,22.006249999999998
2026-01-03,ลำพูน,บ้านโฮ่ง,ตําบลหนองปลาสะวาย,39.92958333333333,20.67744651015403
2026-01-03,ลำพูน,ป่าซาง,ปากบ่อง,2.5991666666666666,20.67744651015403
2026-01-03,ลำพูน,ลี้,ลี้,29.8875,21.5378125
2026-01-03,ลำพูน,เมือง,ต้นธง,17.441666666666666,20.67744651015403
2026-01-03,ลำพูน,เมือง,บ้านม้า,31.069999999999997,20.67744651015403
2026-01-03,ลำพูน,เมือง,ป่าซางน้อย,47.0,20.67744651015403
2026-01-03,ลำพูน,เมือง,ศรีบัวบาน,26.073333333333334,20.67744651015403
2026-01-03,ลำพูน,เมือง,เหมืองจี้,18.135625,20.67744651015403
2026-01-03,ลำพูน,เมืองลำพูน,หนองหล่ม,22.0,20.67744651015403
2026-01-03,ลำพูน,เมืองลำพูน,ในเมือง,34.642916666666665,20.67744651015403
2026-01-03,ลำพูน,แม่ทา,ทากาศ,34.49666666666666,20.67744651015403
2026-01-03,ลำพูน,แม่ทา,ทาปลาดุก,37.58208333333334,20.695833333333333
2026-01-03,เชียงราย,ป่าแดด,ป่าแดด,30.356842105263155,21.243157894736843
2026-01-03,เชียงราย,พญาเม็งราย,แม่เปา,36.755833333333335,20.67744651015403
2026-01-03,เชียงราย,พาน,ทานตะวัน,24.925,20.67744651015403
2026-01-03,เชียงราย,พาน,ธารทอง,30.028750000000002,20.67744651015403
2026-01-03,เชียงราย,พาน,บ้านป่าบง,23.675416666666667,20.67744651015403
2026-01-03,เชียงราย,พาน,ม่วงคำ,18.887083333333333,20.67744651015403
2026-01-03,เชียงราย,พาน,แม่เย็น,31.91208333333333,20.67744651015403
2026-01-03,เชียงราย,เชียงของ,บ้านทุ่งงิ้ว,30.527916666666666,20.67744651015403
2026-01-03,เชียงราย,เชียงของ,สถาน,22.05541666666667,20.67744651015403
2026-01-03,เชียงราย,เชียงของ,ห้วยซ้อ,24.577083333333334,20.67744651015403
2026-01-03,เชียงราย,เทิง,เวียง,6.510833333333333,21.265833333333333
2026-01-03,เชียงราย,เมือง,บ้านจะคือ,32.06375,20.67744651015403
2026-01-03,เชียงราย,เมือง,บ้านโป่งพระบาท,29.025000000000002,20.67744651015403
2026-01-03,เชียงราย,เมือง,รอบเวียง,38.406666666666666,20.560624999999998
2026-01-03,เชียงราย,เวียงชัย,บ้านดงมะตื๋น,34.132083333333334,20.67744651015403
2026-01-03,เชียงราย,เวียงชัย,ผางาม,31.815,20.67744651015403
2026-01-03,เชียงราย,เวียงเชียงรุ้ง,ทุ่งก่อ,28.605,20.67744651015403
2026-01-03,เชียงราย,เวียงเชียงรุ้ง,บ้านดงมหาวัน,24.986666666666665,20.67744651015403
2026-01-03,เชียงราย,เวียงเชียงรุ้ง,ป่าซาง,17.285833333333333,20.67744651015403
2026-01-03,เชียงราย,แม่สรวย,แม่พริก,31.389411764705883,20.010953952220756
2026-01-03,เชียงราย,แม่สาย,บ้านด้าย,44.559583333333336,20.67744651015403
2026-01-03,เชียงราย,แม่สาย,ห้วยไคร้,33.60875,20.67744651015403
2026-01-03,เชียงราย,แม่สาย,เกาะช้าง,13.952083333333334,20.67744651015403
2026-01-03,เชียงราย,แม่สาย,เวียงพางคำ,41.25791666666667,20.507916666666667
2026-01-03,เชียงราย,แม่สาย,แม่สาย,45.5075,20.67744651015403
2026-01-03,เชียงใหม่,จอมทอง,ดอยแก้ว,23.22666666666667,20.67744651015403
2026-01-03,เชียงใหม่,ดอยสะเก็ด,สันปูเลย,38.52708333333333,20.67744651015403
2026-01-03,เชียงใหม่,ดอยเต่า,ดอยเต่า,20.955416666666668,20.044999999999998
2026-01-03,เชียงใหม่,ฝาง,เวียง,38.43541666666667,20.002083333333335
2026-01-03,เชียงใหม่,พร้าว,เวียง,23.872708333333332,20.67744651015403
2026-01-03,เชียงใหม่,พร้าว,แม่ปั๋ง,32.74395833333333,20.67744651015403
2026-01-03,เชียงใหม่,สันกำแพง,ดริ๊งค์,32.31333333333333,20.67744651015403
2026-01-03,เชียงใหม่,สันกำแพง,บวกค้าง,39.8675,20.67744651015403
2026-01-03,เชียงใหม่,สันกำแพง,แช่ช้าง,37.53916666666667,20.67744651015403
2026-01-03,เชียงใหม่,สันป่าตอง,ยุหว่า,20.411666666666665,20.67744651015403
2026-01-03,เชียงใหม่,สันป่าตอง,สันกลาง,28.884583333333335,20.67744651015403
2026-01-03,เชียงใหม่,สารภี,สารภี,38.72208333333334,20.67744651015403
