date,province,amphoe,tambon,pm25_avg,temperature_avg
2026-01-18,แม่ฮ่องสอน,เมือง,ช้างเผือก,19.06,32.36
2026-01-19,เชียงราย,พาน,ม่วงคำ,84.4,33.4
2026-01-19,เชียงราย,เมือง,ช้างเผือก,65.65,28.76
2026-01-19,เชียงราย,เมือง,สุเทพ,50.51,30.47
2026-01-19,เชียงราย,แม่สาย,โป่งผา,73.9,32.26
2026-01-19,เชียงใหม่,สารภี,หนองผึ้ง,84.4,29.63
2026-01-19,เชียงใหม่,หางดง,บ้านแหวน,55.77,38.35
2026-01-19,เชียงใหม่,เมือง,ศรีภูมิ,108.43,39.13
2026-01-19,เชียงใหม่,แม่ริม,ริมใต้,86.2,32.58
2026-01-19,แม่ฮ่องสอน,ปาย,แม่ฮี้,44.38,39.3
2026-01-19,แม่ฮ่องสอน,เมือง,ช้างเผือก,100.97,33.16
2026-01-19,แม่ฮ่องสอน,เมือง,ศรีภูมิ,117.31,35.18
2026-01-02,เชียงราย,พาน,ทรายขาว,54.9,30.61
2026-01-02,เชียงราย,แม่สาย,เวียงพางคำ,96.61,37.88
2026-01-02,เชียงราย,แม่สาย,โป่งผา,18.87,30.6
2026-01-02,เชียงใหม่,สารภี,ยางเนิ้ง,45.5,39.86
2026-01-02,เชียงใหม่,เมือง,ช้างเผือก,71.0,32.9
2026-01-02,เชียงใหม่,เมือง,ศรีภูมิ,34.55,38.38
2026-01-02,เชียงใหม่,แม่ริม,ริมใต้,26.97,34.37
2026-01-02,แม่ฮ่องสอน,ปาย,เวียงใต้,64.51,34.92
2026-01-02,แม่ฮ่องสอน,ปาย,แม่ฮี้,64.2,36.11
2026-01-02,แม่ฮ่องสอน,เมือง,ช้างเผือก,93.79,35.0
2026-01-20,ลำพูน,ป่าซาง,น้ำดิบ,27.7,39.21
2026-01-20,ลำพูน,ลี้,ลี้,18.77,29.22
2026-01-20,ลำพูน,เมือง,ศรีภูมิ,117.15,25.86
2026-01-20,ลำพูน,เมือง,สุเทพ,119.38,33.72
2026-01-20,เชียงราย,แม่สาย,โป่งผา,15.63,29.33
2026-01-20,เชียงใหม่,สารภี,หนองผึ้ง,25.9,30.75
2026-01-20,เชียงใหม่,หางดง,หนองควาย,50.95,32.32
2026-01-20,แม่ฮ่องสอน,ปาย,เวียงใต้,113.3,35.44
2026-01-20,แม่ฮ่องสอน,เมือง,ช้างเผือก,92.14,33.18
2026-01-21,ลำพูน,ลี้,ศรีวิชัย,53.87,37.33
2026-01-21,เชียงราย,พาน,ม่วงคำ,114.96,33.34
2026-01-21,เชียงราย,เมือง,ช้างเผือก,77.4,27.56
2026-01-21,เชียงราย,เมือง,สุเทพ,80.62,39.83
2026-01-21,เชียงราย,แม่สาย,เวียงพางคำ,62.49,35.76
2026-01-21,เชียงใหม่,หางดง,หนองควาย,42.35,28.48
2026-01-21,เชียงใหม่,เมือง,ศรีภูมิ,11.25,32.76
2026-01-21,เชียงใหม่,แม่ริม,ริมใต้,22.8,29.35
2026-01-21,แม่ฮ่องสอน,เมือง,ช้างเผือก,13.32,34.04
2026-01-21,แม่ฮ่องสอน,เมือง,สุเทพ,73.43,39.15
2026-01-22,เชียงราย,พาน,ทรายขาว,38.66,34.05
2026-01-22,เชียงราย,พาน,ม่วงคำ,68.11,33.05
2026-01-22,เชียงราย,เมือง,ช้างเผือก,73.29,33.47
2026-01-22,เชียงราย,เมือง,ศรีภูมิ,52.28,32.82
2026-01-22,เชียงใหม่,สารภี,ยางเนิ้ง,43.54,35.87
2026-01-22,เชียงใหม่,สารภี,หนองผึ้ง,100.97,37.26
2026-01-22,เชียงใหม่,หางดง,หนองควาย,46.91,37.32
2026-01-22,เชียงใหม่,เมือง,สุเทพ,10.52,28.28
2026-01-22,แม่ฮ่องสอน,ปาย,เวียงใต้,15.17,29.74
2026-01-23,ลำพูน,ป่าซาง,น้ำดิบ,16.51,28.48
2026-01-23,ลำพูน,เมือง,ช้างเผือก,29.07,38.47
2026-01-23,ลำพูน,เมือง,สุเทพ,84.99,34.76
2026-01-23,เชียงราย,เมือง,ช้างเผือก,29.97,32.94
2026-01-23,เชียงราย,แม่สาย,โป่งผา,35.02,29.55
2026-01-23,เชียงใหม่,สารภี,หนองผึ้ง,26.74,29.79
2026-01-23,แม่ฮ่องสอน,ปาย,เวียงใต้,48.43,34.4
2026-01-23,แม่ฮ่องสอน,ปาย,แม่ฮี้,74.7,33.0
2026-01-23,แม่ฮ่องสอน,เมือง,ศรีภูมิ,118.28,38.92
2026-01-23,แม่ฮ่องสอน,เมือง,สุเทพ,97.23,35.68
2026-01-24,ลำพูน,เมือง,ช้างเผือก,106.32,36.66
2026-01-24,ลำพูน,เมือง,ศรีภูมิ,61.84,27.96
2026-01-24,เชียงราย,เมือง,ช้างเผือก,29.48,36.68
2026-01-24,เชียงราย,เมือง,สุเทพ,68.17,25.05
2026-01-24,เชียงใหม่,สารภี,หนองผึ้ง,34.94,37.95
2026-01-24,เชียงใหม่,หางดง,บ้านแหวน,59.4,34.56
2026-01-24,เชียงใหม่,เมือง,สุเทพ,58.37,32.51
2026-01-24,แม่ฮ่องสอน,ปาย,เวียงใต้,62.21,28.27
2026-01-24,แม่ฮ่องสอน,เมือง,ศรีภูมิ,35.11,29.02
2026-01-25,ลำพูน,เมือง,สุเทพ,103.74,37.1
2026-01-25,เชียงราย,พาน,ทรายขาว,99.51,27.61
2026-01-25,เชียงราย,พาน,ม่วงคำ,115.81,34.71
2026-01-25,เชียงราย,เมือง,ช้างเผือก,36.66,26.37
2026-01-25,เชียงราย,แม่สาย,เวียงพางคำ,87.23,34.8
2026-01-25,เชียงใหม่,สารภี,ยางเนิ้ง,89.18,26.94
2026-01-25,เชียงใหม่,เมือง,สุเทพ,97.36,28.41
2026-01-25,เชียงใหม่,แม่ริม,ดอนแก้ว,25.92,38.72
2026-01-25,แม่ฮ่องสอน,เมือง,ช้างเผือก,93.98,28.89
2026-01-25,แม่ฮ่องสอน,เมือง,ศรีภูมิ,82.59,37.67
2026-01-26,ลำพูน,ป่าซาง,น้ำดิบ,94.81,29.3
2026-01-26,ลำพูน,เมือง,ช้างเผือก,75.96,35.01
2026-01-26,ลำพูน,เมือง,สุเทพ,67.45,39.62
2026-01-26,เชียงราย,พาน,ทรายขาว,44.85,27.54
2026-01-26,เชียงราย,พาน,ม่วงคำ,70.1,37.45
2026-01-26,เชียงใหม่,สารภี,หนองผึ้ง,104.58,34.44
2026-01-26,แม่ฮ่องสอน,ปาย,แม่ฮี้,22.78,27.88
2026-01-26,แม่ฮ่องสอน,เมือง,ศรีภูมิ,94.97,30.62
2026-01-26,แม่ฮ่องสอน,เมือง,สุเทพ,86.56,32.67
2026-01-27,ลำพูน,ป่าซาง,มะกอก,42.12,34.73
2026-01-27,ลำพูน,ลี้,ลี้,73.24,36.56
2026-01-27,ลำพูน,ลี้,ศรีวิชัย,64.54,31.97
2026-01-27,ลำพูน,เมือง,ช้างเผือก,29.6,25.07
2026-01-27,ลำพูน,เมือง,สุเทพ,67.52,31.64
2026-01-27,เชียงราย,พาน,ม่วงคำ,38.61,32.88
2026-01-27,เชียงราย,เมือง,สุเทพ,89.69,27.0
2026-01-27,เชียงใหม่,สารภี,หนองผึ้ง,117.22,31.28
2026-01-27,เชียงใหม่,เมือง,สุเทพ,15.12,36.94
2026-01-27,เชียงใหม่,แม่ริม,ดอนแก้ว,96.83,28.94
2026-01-27,แม่ฮ่องสอน,ปาย,เวียงใต้,24.92,38.32
2026-01-28,ลำพูน,ป่าซาง,มะกอก,27.81,35.0
2026-01-28,ลำพูน,เมือง,ช้างเผือก,105.3,27.6
2026-01-28,เชียงใหม่,สารภี,หนองผึ้ง,100.92,25.67
2026-01-28,เชียงใหม่,หางดง,บ้านแหวน,86.45,30.81
2026-01-28,เชียงใหม่,เมือง,ศรีภูมิ,76.35,30.94
2026-01-28,แม่ฮ่องสอน,เมือง,สุเทพ,80.42,31.9
2026-01-29,ลำพูน,ป่าซาง,มะกอก,71.8,32.2
2026-01-29,ลำพูน,เมือง,ศรีภูมิ,97.02,29.85
2026-01-29,ลำพูน,เมือง,สุเทพ,101.39,26.79
2026-01-29,เชียงราย,พาน,ม่วงคำ,71.98,34.02
2026-01-29,เชียงราย,เมือง,ศรีภูมิ,64.51,29.58
2026-01-29,เชียงใหม่,สารภี,ยางเนิ้ง,57.76,33.77
2026-01-29,เชียงใหม่,สารภี,หนองผึ้ง,93.42,29.2
2026-01-29,เชียงใหม่,หางดง,หนองควาย,75.42,26.99
2026-01-29,เชียงใหม่,เมือง,ช้างเผือก,108.73,37.65
2026-01-29,แม่ฮ่องสอน,ปาย,แม่ฮี้,27.52,26.02
2026-01-29,แม่ฮ่องสอน,เมือง,ช้างเผือก,45.14,27.84
2026-01-03,ลำพูน,ลี้,ลี้,22.51,32.67
2026-01-03,เชียงราย,พาน,ทรายขาว,63.53,36.22
2026-01-03,เชียงราย,พาน,ม่วงคำ,103.74,31.35
2026-01-03,เชียงราย,แม่สาย,เวียงพางคำ,98.19,26.28
2026-01-03,เชียงใหม่,เมือง,ศรีภูมิ,35.14,33.91
2026-01-03,แม่ฮ่องสอน,ปาย,เวียงใต้,102.61,35.54
2026-01-30,ลำพูน,ลี้,ลี้,25.55,27.28
2026-01-30,ลำพูน,ลี้,ศรีวิชัย,15.62,28.89
2026-01-30,เชียงราย,พาน,ทรายขาว,96.6,30.15
2026-01-30,เชียงราย,พาน,ม่วงคำ,51.69,36.5
2026-01-30,เชียงราย,แม่สาย,เวียงพางคำ,14.96,36.13
2026-01-30,เชียงใหม่,สารภี,ยางเนิ้ง,95.22,31.25
2026-01-30,เชียงใหม่,หางดง,บ้านแหวน,28.41,38.62
2026-01-30,เชียงใหม่,เมือง,ศรีภูมิ,84.62,28.74
2026-01-30,เชียงใหม่,แม่ริม,ดอนแก้ว,90.13,39.97
2026-01-30,แม่ฮ่องสอน,ปาย,แม่ฮี้,43.17,35.88
2026-01-30,แม่ฮ่องสอน,เมือง,ศรีภูมิ,78.04,33.0
2026-01-31,ลำพูน,ป่าซาง,มะกอก,81.74,32.88
2026-01-31,เชียงราย,พาน,ม่วงคำ,110.31,29.05
2026-01-31,เชียงใหม่,สารภี,ยางเนิ้ง,47.64,31.51
2026-01-04,ลำพูน,ป่าซาง,มะกอก,13.1,34.75
2026-01-04,ลำพูน,ลี้,ศรีวิชัย,117.05,25.77
2026-01-04,ลำพูน,เมือง,ศรีภูมิ,52.44,33.52
2026-01-04,เชียงราย,แม่สาย,เวียงพางคำ,10.63,39.97
2026-01-04,เชียงใหม่,สารภี,หนองผึ้ง,55.58,39.85
2026-01-04,เชียงใหม่,หางดง,บ้านแหวน,39.68,26.29
2026-01-04,เชียงใหม่,เมือง,ช้างเผือก,116.18,33.06
2026-01-04,แม่ฮ่องสอน,ปาย,แม่ฮี้,53.47,29.76
2026-01-05,ลำพูน,ลี้,ลี้,26.84,27.76
2026-01-05,ลำพูน,เมือง,ศรีภูมิ,33.08,26.94
2026-01-05,เชียงราย,พาน,ทรายขาว,41.65,35.51
2026-01-05,เชียงราย,เมือง,ศรีภูมิ,42.54,36.17
2026-01-05,เชียงราย,แม่สาย,โป่งผา,70.71,32.14
2026-01-05,เชียงใหม่,หางดง,หนองควาย,90.72,30.3
2026-01-05,แม่ฮ่องสอน,ปาย,เวียงใต้,42.26,36.78
2026-01-05,แม่ฮ่องสอน,ปาย,แม่ฮี้,48.21,31.13
2026-01-05,แม่ฮ่องสอน,เมือง,ช้างเผือก,38.03,39.63
2026-01-05,แม่ฮ่องสอน,เมือง,สุเทพ,72.79,35.0
2026-01-06,ลำพูน,ลี้,ลี้,63.8,30.0
2026-01-06,ลำพูน,เมือง,ศรีภูมิ,28.86,33.64
2026-01-06,เชียงราย,พาน,ทรายขาว,64.23,35.47
2026-01-06,เชียงราย,เมือง,สุเทพ,47.55,25.44
2026-01-06,เชียงใหม่,สารภี,ยางเนิ้ง,30.83,26.8
2026-01-06,เชียงใหม่,เมือง,ศรีภูมิ,106.81,26.99
2026-01-06,เชียงใหม่,แม่ริม,ดอนแก้ว,28.4,35.93
2026-01-06,แม่ฮ่องสอน,ปาย,แม่ฮี้,38.76,27.96
2026-01-07,ลำพูน,ป่าซาง,มะกอก,69.69,30.84
2026-01-07,ลำพูน,ลี้,ลี้,43.49,30.58
2026-01-07,ลำพูน,ลี้,ศรีวิชัย,89.41,38.13
2026-01-07,เชียงราย,เมือง,ศรีภูมิ,63.89,28.78
2026-01-07,เชียงราย,เมือง,สุเทพ,69.66,38.59
2026-01-07,เชียงใหม่,เมือง,ช้างเผือก,111.08,36.89
2026-01-07,เชียงใหม่,แม่ริม,ริมใต้,25.69,30.72
2026-01-07,แม่ฮ่องสอน,ปาย,เวียงใต้,18.56,39.07
2026-01-07,แม่ฮ่องสอน,เมือง,สุเทพ,80.96,38.9
2026-01-08,ลำพูน,ป่าซาง,น้ำดิบ,64.57,37.62
2026-01-08,ลำพูน,ป่าซาง,มะกอก,21.32,28.43
2026-01-08,ลำพูน,เมือง,สุเทพ,20.15,33.04
2026-01-08,เชียงราย,แม่สาย,เวียงพางคำ,104.19,31.86
2026-01-08,เชียงใหม่,สารภี,หนองผึ้ง,46.33,31.57
2026-01-08,เชียงใหม่,เมือง,ช้างเผือก,89.08,37.35
2026-01-08,เชียงใหม่,เมือง,ศรีภูมิ,39.98,35.81
2026-01-08,แม่ฮ่องสอน,ปาย,เวียงใต้,100.95,36.65
2026-01-08,แม่ฮ่องสอน,ปาย,แม่ฮี้,52.04,28.68
2026-01-08,แม่ฮ่องสอน,เมือง,ศรีภูมิ,58.22,39.76
2026-01-08,แม่ฮ่องสอน,เมือง,สุเทพ,25.42,34.79
2026-01-09,ลำพูน,ป่าซาง,น้ำดิบ,84.16,29.57
2026-01-09,ลำพูน,ป่าซาง,มะกอก,35.49,35.52
2026-01-09,ลำพูน,เมือง,ศรีภูมิ,11.25,34.55
2026-01-09,เชียงราย,แม่สาย,เวียงพางคำ,59.25,28.86
2026-01-09,เชียงราย,แม่สาย,โป่งผา,48.01,30.18
2026-01-09,เชียงใหม่,สารภี,ยางเนิ้ง,79.73,26.5
2026-01-09,เชียงใหม่,แม่ริม,ริมใต้,29.1,35.0
2026-01-09,แม่ฮ่องสอน,ปาย,เวียงใต้,70.25,31.14
2026-01-09,แม่ฮ่องสอน,ปาย,แม่ฮี้,90.12,32.16
2026-01-09,แม่ฮ่องสอน,เมือง,ช้างเผือก,80.29,35.12
2026-01-09,แม่ฮ่องสอน,เมือง,ศรีภูมิ,104.93,30.17
2025-11-20,ลำพูน,ป่าซาง,น้ำดิบ,46.03,32.71
2025-11-20,ลำพูน,ป่าซาง,มะกอก,86.66,38.6
2025-11-20,ลำพูน,ลี้,ลี้,24.1,31.77
2025-11-20,ลำพูน,เมือง,สุเทพ,43.63,27.72
2025-11-20,เชียงราย,เมือง,ศรีภูมิ,78.77,28.71
2025-11-20,เชียงราย,แม่สาย,เวียงพางคำ,59.3,36.43
2025-11-20,เชียงใหม่,สารภี,ยางเนิ้ง,69.36,36.28
2025-11-20,เชียงใหม่,เมือง,ช้างเผือก,109.22,39.07
2025-11-20,เชียงใหม่,เมือง,สุเทพ,101.69,26.76
2025-11-20,แม่ฮ่องสอน,ปาย,เวียงใต้,75.1,30.35
2025-11-20,แม่ฮ่องสอน,เมือง,ศรีภูมิ,11.24,33.66
2025-11-21,ลำพูน,ป่าซาง,มะกอก,60.4,29.28
2025-11-21,ลำพูน,เมือง,สุเทพ,47.56,30.23
2025-11-21,เชียงราย,พาน,ทรายขาว,114.81,26.31
2025-11-21,เชียงราย,พาน,ม่วงคำ,50.54,33.96
2025-11-21,เชียงราย,เมือง,สุเทพ,113.2,31.29
2025-11-21,เชียงราย,แม่สาย,เวียงพางคำ,12.94,35.54
2025-11-21,เชียงราย,แม่สาย,โป่งผา,56.77,32.19
2025-11-21,เชียงใหม่,เมือง,ศรีภูมิ,12.95,28.63
2025-11-21,แม่ฮ่องสอน,ปาย,เวียงใต้,56.22,35.43
2025-11-21,แม่ฮ่องสอน,เมือง,ช้างเผือก,15.22,29.03
2025-11-22,ลำพูน,ลี้,ลี้,42.53,39.59
2025-11-22,เชียงราย,พาน,ทรายขาว,40.32,32.83
2025-11-22,เชียงราย,เมือง,ช้างเผือก,65.02,30.34
2025-11-22,เชียงราย,แม่สาย,เวียงพางคำ,118.39,35.73
2025-11-22,เชียงใหม่,หางดง,หนองควาย,109.36,39.26
2025-11-22,แม่ฮ่องสอน,เมือง,ช้างเผือก,76.4,29.96
2025-11-23,ลำพูน,ลี้,ลี้,64.34,27.64
2025-11-23,ลำพูน,เมือง,ช้างเผือก,83.78,27.92
2025-11-23,ลำพูน,เมือง,สุเทพ,118.81,33.63
2025-11-23,เชียงราย,พาน,ทรายขาว,65.1,37.45
2025-11-23,เชียงราย,เมือง,สุเทพ,86.73,33.68
2025-11-23,เชียงราย,แม่สาย,เวียงพางคำ,20.82,31.27
2025-11-23,เชียงใหม่,หางดง,บ้านแหวน,61.74,37.07
2025-11-23,เชียงใหม่,แม่ริม,ริมใต้,110.67,27.84
2025-11-23,แม่ฮ่องสอน,ปาย,แม่ฮี้,45.98,33.35
2025-11-23,แม่ฮ่องสอน,เมือง,ช้างเผือก,16.97,38.02
2025-11-24,ลำพูน,ลี้,ศรีวิชัย,68.72,37.28
2025-11-24,เชียงราย,พาน,ม่วงคำ,104.7,38.12
2025-11-24,เชียงราย,แม่สาย,เวียงพางคำ,43.77,32.49
2025-11-24,เชียงใหม่,หางดง,บ้านแหวน,75.6,30.91
2025-11-24,แม่ฮ่องสอน,ปาย,เวียงใต้,18.61,33.65
2025-11-24,แม่ฮ่องสอน,ปาย,แม่ฮี้,42.41,33.96
2025-11-25,ลำพูน,ลี้,ศรีวิชัย,107.71,33.23
2025-11-25,เชียงราย,พาน,ม่วงคำ,46.92,36.16
2025-11-25,เชียงใหม่,หางดง,บ้านแหวน,72.45,29.34
2025-11-25,เชียงใหม่,หางดง,หนองควาย,62.34,29.36
2025-11-25,เชียงใหม่,เมือง,ช้างเผือก,60.17,26.28
2025-11-25,แม่ฮ่องสอน,เมือง,สุเทพ,86.64,33.49
2025-11-26,เชียงราย,เมือง,สุเทพ,12.84,28.57
2025-11-26,เชียงใหม่,สารภี,ยางเนิ้ง,105.96,37.88
2025-11-26,เชียงใหม่,เมือง,สุเทพ,98.39,36.3
2025-11-26,เชียงใหม่,แม่ริม,ดอนแก้ว,92.21,29.07
2025-11-26,เชียงใหม่,แม่ริม,ริมใต้,86.69,28.98
2025-11-26,แม่ฮ่องสอน,ปาย,เวียงใต้,36.82,31.71
2025-11-27,ลำพูน,ป่าซาง,น้ำดิบ,47.96,29.16
2025-11-27,ลำพูน,ป่าซาง,มะกอก,83.41,31.3
2025-11-27,ลำพูน,ลี้,ศรีวิชัย,85.08,36.76
2025-11-27,ลำพูน,เมือง,สุเทพ,108.07,39.46
2025-11-27,เชียงราย,พาน,ทรายขาว,25.25,35.21
2025-11-27,เชียงราย,เมือง,ศรีภูมิ,114.71,27.67
2025-11-27,เชียงราย,แม่สาย,เวียงพางคำ,94.31,36.29
2025-11-27,เชียงใหม่,หางดง,บ้านแหวน,65.35,28.69
2025-11-27,เชียงใหม่,แม่ริม,ดอนแก้ว,28.56,37.83
2025-11-27,แม่ฮ่องสอน,ปาย,แม่ฮี้,86.51,33.52
2025-11-27,แม่ฮ่องสอน,เมือง,ศรีภูมิ,94.66,31.09
2025-11-27,แม่ฮ่องสอน,เมือง,สุเทพ,104.91,38.47
2025-11-28,ลำพูน,ป่าซาง,มะกอก,31.62,30.23
2025-11-28,ลำพูน,ลี้,ลี้,35.96,36.57
2025-11-28,เชียงราย,พาน,ม่วงคำ,87.81,28.8
2025-11-28,เชียงใหม่,สารภี,หนองผึ้ง,71.58,37.61
2025-11-28,เชียงใหม่,หางดง,หนองควาย,104.94,27.95
2025-11-28,เชียงใหม่,เมือง,ศรีภูมิ,21.87,36.76
2025-11-28,เชียงใหม่,แม่ริม,ดอนแก้ว,22.95,33.98
2025-11-28,แม่ฮ่องสอน,ปาย,แม่ฮี้,105.44,28.97
2025-11-29,ลำพูน,ป่าซาง,น้ำดิบ,23.36,28.59
2025-11-29,ลำพูน,เมือง,สุเทพ,78.05,38.8
2025-11-29,เชียงราย,เมือง,สุเทพ,55.31,29.0
2025-11-29,เชียงราย,แม่สาย,เวียงพางคำ,95.26,28.42
2025-11-29,เชียงราย,แม่สาย,โป่งผา,80.66,30.44
2025-11-29,เชียงใหม่,เมือง,ศรีภูมิ,116.59,34.11
2025-11-29,เชียงใหม่,เมือง,สุเทพ,78.1,28.26
2025-11-29,แม่ฮ่องสอน,ปาย,เวียงใต้,18.7,30.38
2025-11-29,แม่ฮ่องสอน,ปาย,แม่ฮี้,81.16,25.72
2025-11-30,ลำพูน,ป่าซาง,น้ำดิบ,54.07,33.94
2025-11-30,ลำพูน,ป่าซาง,มะกอก,50.09,34.3
2025-11-30,ลำพูน,เมือง,สุเทพ,113.62,34.99
2025-11-30,เชียงราย,แม่สาย,เวียงพางคำ,95.39,26.09
2025-11-30,เชียงใหม่,สารภี,หนองผึ้ง,100.0,36.76
2025-11-30,เชียงใหม่,หางดง,หนองควาย,92.7,36.01
2025-11-30,เชียงใหม่,เมือง,ช้างเผือก,61.06,38.21
