date,province,amphoe,tambon,patient_count,avg_pm25,avg_temperature,critical_patient_count,high_patient_count
2026-01-16,แม่ฮ่องสอน,เมือง,สุเทพ,1,104.8,35.86,0.0,1.0
2026-01-17,ลำพูน,เมือง,ศรีภูมิ,1,88.92,37.14,0.0,1.0
2026-01-17,ลำพูน,เมือง,สุเทพ,1,81.06,33.95,0.0,0.0
2026-01-17,เชียงราย,พาน,ทรายขาว,3,92.65333333333332,31.46,0.0,2.0
2026-01-17,เชียงราย,พาน,ม่วงคำ,1,99.81,25.68,0.0,0.0
2026-01-17,เชียงราย,เมือง,สุเทพ,1,44.05,33.17,0.0,0.0
2026-01-17,เชียงราย,แม่สาย,โป่งผา,1,71.82,36.14,0.0,0.0
2026-01-17,เชียงใหม่,หางดง,บ้านแหวน,2,91.82,31.395,1.0,0.0
2026-01-17,เชียงใหม่,เมือง,ช้างเผือก,3,91.56,36.86333333333334,0.0,0.0
2026-01-17,แม่ฮ่องสอน,ปาย,เวียงใต้,2,102.315,32.275,0.0,0.0
2026-01-17,แม่ฮ่องสอน,ปาย,แม่ฮี้,3,74.99,34.766666666666666,0.0,0.0
2026-01-17,แม่ฮ่องสอน,เมือง,สุเทพ,1,13.55,29.05,0.0,0.0
2026-01-18,ลำพูน,ป่าซาง,มะกอก,1,25.91,29.62,0.0,0.0
2026-01-18,ลำพูน,ลี้,ลี้,1,103.38,36.74,0.0,0.0
2026-01-18,ลำพูน,ลี้,ศรีวิชัย,1,68.23,36.81,0.0,0.0
2026-01-18,ลำพูน,เมือง,ศรีภูมิ,1,51.09,26.52,0.0,0.0
2026-01-18,เชียงราย,แม่สาย,เวียงพางคำ,1,26.81,29.72,0.0,0.0
2026-01-18,เชียงราย,แม่สาย,โป่งผา,2,53.47,32.980000000000004,0.0,0.0
2026-01-18,เชียงใหม่,สารภี,ยางเนิ้ง,1,93.3,29.61,0.0,0.0
2026-01-18,เชียงใหม่,เมือง,ช้างเผือก,1,92.06,33.04,0.0,0.0
2026-01-18,เชียงใหม่,เมือง,สุเทพ,1,32.97,31.55,0.0,0.0
2026-01-18,เชียงใหม่,แม่ริม,ดอนแก้ว,2,72.63,30.065,0.0,1.0
2026-01-18,แม่ฮ่องสอน,เมือง,ช้างเผือก,2,19.065,32.365,0.0,0.0
2026-01-19,เชียงราย,พาน,ม่วงคำ,1,84.4,33.4,0.0,0.0
2026-01-19,เชียงราย,เมือง,ช้างเผือก,1,65.65,28.76,0.0,0.0
2026-01-19,เชียงราย,เมือง,สุเทพ,1,50.51,30.47,0.0,0.0
2026-01-19,เชียงราย,แม่สาย,โป่งผา,2,73.895,32.26,0.0,0.0
2026-01-19,เชียงใหม่,สารภี,หนองผึ้ง,1,84.4,29.63,0.0,1.0
2026-01-19,เชียงใหม่,หางดง,บ้านแหวน,1,55.77,38.35,0.0,0.0
2026-01-19,เชียงใหม่,เมือง,ศรีภูมิ,1,108.43,39.13,0.0,1.0
2026-01-19,เชียงใหม่,แม่ริม,ริมใต้,1,86.2,32.58,0.0,0.0
2026-01-19,แม่ฮ่องสอน,ปาย,แม่ฮี้,1,44.38,39.3,0.0,0.0
2026-01-19,แม่ฮ่องสอน,เมือง,ช้างเผือก,1,100.97,33.16,0.0,1.0
2026-01-19,แม่ฮ่องสอน,เมือง,ศรีภูมิ,1,117.31,35.18,0.0,0.0
2026-01-02,เชียงราย,พาน,ทรายขาว,3,54.89666666666667,30.613333333333333,0.0,0.0
2026-01-02,เชียงราย,แม่สาย,เวียงพางคำ,1,96.61,37.88,0.0,0.0
2026-01-02,เชียงราย,แม่สาย,โป่งผา,3,18.87333333333333,30.596666666666668,0.0,0.0
2026-01-02,เชียงใหม่,สารภี,ยางเนิ้ง,1,45.5,39.86,0.0,0.0
2026-01-02,เชียงใหม่,เมือง,ช้างเผือก,2,71.0,32.9,0.0,1.0
2026-01-02,เชียงใหม่,เมือง,ศรีภูมิ,1,34.55,38.38,0.0,0.0
2026-01-02,เชียงใหม่,แม่ริม,ริมใต้,1,26.97,34.37,0.0,0.0
2026-01-02,แม่ฮ่องสอน,ปาย,เวียงใต้,2,64.50999999999999,34.92,0.0,0.0
2026-01-02,แม่ฮ่องสอน,ปาย,แม่ฮี้,1,64.2,36.11,0.0,0.0
2026-01-02,แม่ฮ่องสอน,เมือง,ช้างเผือก,1,93.79,35.0,0.0,0.0
2026-01-20,ลำพูน,ป่าซาง,น้ำดิบ,1,27.7,39.21,0.0,1.0
2026-01-20,ลำพูน,ลี้,ลี้,1,18.77,29.22,0.0,0.0
2026-01-20,ลำพูน,เมือง,ศรีภูมิ,1,117.15,25.86,0.0,0.0
2026-01-20,ลำพูน,เมือง,สุเทพ,1,119.38,33.72,0.0,1.0
2026-01-20,เชียงราย,แม่สาย,โป่งผา,1,15.63,29.33,0.0,0.0
2026-01-20,เชียงใหม่,สารภี,หนองผึ้ง,1,25.9,30.75,0.0,0.0
2026-01-20,เชียงใหม่,หางดง,หนองควาย,1,50.95,32.32,0.0,0.0
2026-01-20,แม่ฮ่องสอน,ปาย,เวียงใต้,1,113.3,35.44,0.0,1.0
2026-01-20,แม่ฮ่องสอน,เมือง,ช้างเผือก,1,92.14,33.18,0.0,0.0
2026-01-21,ลำพูน,ลี้,ศรีวิชัย,1,53.87,37.33,0.0,0.0
2026-01-21,เชียงราย,พาน,ม่วงคำ,1,114.96,33.34,0.0,0.0
2026-01-21,เชียงราย,เมือง,ช้างเผือก,1,77.4,27.56,0.0,0.0
2026-01-21,เชียงราย,เมือง,สุเทพ,1,80.62,39.83,0.0,1.0
2026-01-21,เชียงราย,แม่สาย,เวียงพางคำ,1,62.49,35.76,0.0,0.0
2026-01-21,เชียงใหม่,หางดง,หนองควาย,1,42.35,28.48,0.0,1.0
2026-01-21,เชียงใหม่,เมือง,ศรีภูมิ,1,11.25,32.76,0.0,0.0
2026-01-21,เชียงใหม่,แม่ริม,ริมใต้,2,22.8,29.355,0.0,0.0
2026-01-21,แม่ฮ่องสอน,เมือง,ช้างเผือก,1,13.32,34.04,0.0,0.0
2026-01-21,แม่ฮ่องสอน,เมือง,สุเทพ,1,73.43,39.15,1.0,0.0
2026-01-22,เชียงราย,พาน,ทรายขาว,2,38.665,34.05,0.0,0.0
2026-01-22,เชียงราย,พาน,ม่วงคำ,1,68.11,33.05,0.0,0.0
2026-01-22,เชียงราย,เมือง,ช้างเผือก,1,73.29,33.47,0.0,0.0
2026-01-22,เชียงราย,เมือง,ศรีภูมิ,1,52.28,32.82,0.0,0.0
2026-01-22,เชียงใหม่,สารภี,ยางเนิ้ง,1,43.54,35.87,0.0,0.0
2026-01-22,เชียงใหม่,สารภี,หนองผึ้ง,1,100.97,37.26,0.0,0.0
2026-01-22,เชียงใหม่,หางดง,หนองควาย,1,46.91,37.32,0.0,0.0
2026-01-22,เชียงใหม่,เมือง,สุเทพ,1,10.52,28.28,0.0,0.0
2026-01-22,แม่ฮ่องสอน,ปาย,เวียงใต้,1,15.17,29.74,0.0,0.0
2026-01-23,ลำพูน,ป่าซาง,น้ำดิบ,1,16.51,28.48,0.0,0.0
2026-01-23,ลำพูน,เมือง,ช้างเผือก,1,29.07,38.47,0.0,0.0
2026-01-23,ลำพูน,เมือง,สุเทพ,1,84.99,34.76,0.0,0.0
2026-01-23,เชียงราย,เมือง,ช้างเผือก,1,29.97,32.94,0.0,0.0
2026-01-23,เชียงราย,แม่สาย,โป่งผา,1,35.02,29.55,0.0,0.0
2026-01-23,เชียงใหม่,สารภี,หนองผึ้ง,1,26.74,29.79,0.0,0.0
2026-01-23,แม่ฮ่องสอน,ปาย,เวียงใต้,2,48.43000000000001,34.405,0.0,0.0
2026-01-23,แม่ฮ่องสอน,ปาย,แม่ฮี้,2,74.69999999999999,33.0,0.0,1.0
2026-01-23,แม่ฮ่องสอน,เมือง,ศรีภูมิ,1,118.28,38.92,0.0,1.0
2026-01-23,แม่ฮ่องสอน,เมือง,สุเทพ,1,97.23,35.68,0.0,0.0
2026-01-24,ลำพูน,เมือง,ช้างเผือก,1,106.32,36.66,0.0,0.0
2026-01-24,ลำพูน,เมือง,ศรีภูมิ,2,61.845,27.96,0.0,2.0
2026-01-24,เชียงราย,เมือง,ช้างเผือก,2,29.475,36.685,0.0,0.0
2026-01-24,เชียงราย,เมือง,สุเทพ,1,68.17,25.05,0.0,1.0
2026-01-24,เชียงใหม่,สารภี,หนองผึ้ง,1,34.94,37.95,0.0,1.0
2026-01-24,เชียงใหม่,หางดง,บ้านแหวน,1,59.4,34.56,0.0,0.0
2026-01-24,เชียงใหม่,เมือง,สุเทพ,1,58.37,32.51,0.0,0.0
2026-01-24,แม่ฮ่องสอน,ปาย,เวียงใต้,1,62.21,28.27,0.0,0.0
2026-01-24,แม่ฮ่องสอน,เมือง,ศรีภูมิ,1,35.11,29.02,0.0,0.0
2026-01-25,ลำพูน,เมือง,สุเทพ,1,103.74,37.1,0.0,0.0
2026-01-25,เชียงราย,พาน,ทรายขาว,1,99.51,27.61,0.0,1.0
2026-01-25,เชียงราย,พาน,ม่วงคำ,1,115.81,34.71,0.0,1.0
2026-01-25,เชียงราย,เมือง,ช้างเผือก,1,36.66,26.37,0.0,0.0
2026-01-25,เชียงราย,แม่สาย,เวียงพางคำ,1,87.23,34.8,0.0,0.0
2026-01-25,เชียงใหม่,สารภี,ยางเนิ้ง,1,89.18,26.94,0.0,1.0
2026-01-25,เชียงใหม่,เมือง,สุเทพ,1,97.36,28.41,0.0,1.0
2026-01-25,เชียงใหม่,แม่ริม,ดอนแก้ว,1,25.92,38.72,0.0,0.0
2026-01-25,แม่ฮ่องสอน,เมือง,ช้างเผือก,1,93.98,28.89,1.0,0.0
2026-01-25,แม่ฮ่องสอน,เมือง,ศรีภูมิ,1,82.59,37.67,0.0,0.0
2026-01-26,ลำพูน,ป่าซาง,น้ำดิบ,2,94.81,29.295,0.0,1.0
2026-01-26,ลำพูน,เมือง,ช้างเผือก,1,75.96,35.01,0.0,1.0
2026-01-26,ลำพูน,เมือง,สุเทพ,1,67.45,39.62,1.0,0.0
2026-01-26,เชียงราย,พาน,ทรายขาว,1,44.85,27.54,0.0,0.0
2026-01-26,เชียงราย,พาน,ม่วงคำ,1,70.1,37.45,0.0,0.0
2026-01-26,เชียงใหม่,สารภี,หนองผึ้ง,2,104.585,34.44,0.0,0.0
2026-01-26,แม่ฮ่องสอน,ปาย,แม่ฮี้,2,22.78,27.885,0.0,0.0
2026-01-26,แม่ฮ่องสอน,เมือง,ศรีภูมิ,1,94.97,30.62,0.0,0.0
2026-01-26,แม่ฮ่องสอน,เมือง,สุเทพ,1,86.56,32.67,0.0,1.0
2026-01-27,ลำพูน,ป่าซาง,มะกอก,1,42.12,34.73,0.0,0.0
2026-01-27,ลำพูน,ลี้,ลี้,1,73.24,36.56,0.0,0.0
2026-01-27,ลำพูน,ลี้,ศรีวิชัย,1,64.54,31.97,0.0,0.0
2026-01-27,ลำพูน,เมือง,ช้างเผือก,1,29.6,25.07,0.0,0.0
2026-01-27,ลำพูน,เมือง,สุเทพ,1,67.52,31.64,0.0,0.0
2026-01-27,เชียงราย,พาน,ม่วงคำ,1,38.61,32.88,0.0,0.0
2026-01-27,เชียงราย,เมือง,สุเทพ,1,89.69,27.0,0.0,0.0
2026-01-27,เชียงใหม่,สารภี,หนองผึ้ง,1,117.22,31.28,0.0,1.0
2026-01-27,เชียงใหม่,เมือง,สุเทพ,1,15.12,36.94,0.0,0.0
2026-01-27,เชียงใหม่,แม่ริม,ดอนแก้ว,1,96.83,28.94,0.0,0.0
2026-01-27,แม่ฮ่องสอน,ปาย,เวียงใต้,1,24.92,38.32,0.0,0.0
2026-01-28,ลำพูน,ป่าซาง,มะกอก,1,27.81,35.0,0.0,0.0
2026-01-28,ลำพูน,เมือง,ช้างเผือก,1,105.3,27.6,0.0,0.0
2026-01-28,เชียงใหม่,สารภี,หนองผึ้ง,1,100.92,25.67,0.0,0.0
2026-01-28,เชียงใหม่,หางดง,บ้านแหวน,2,86.44999999999999,30.81,0.0,0.0
2026-01-28,เชียงใหม่,เมือง,ศรีภูมิ,1,76.35,30.94,0.0,0.0
2026-01-28,แม่ฮ่องสอน,เมือง,สุเทพ,2,80.415,31.905,0.0,0.0
2026-01-29,ลำพูน,ป่าซาง,มะกอก,1,71.8,32.2,0.0,1.0
2026-01-29,ลำพูน,เมือง,ศรีภูมิ,1,97.02,29.85,0.0,0.0
2026-01-29,ลำพูน,เมือง,สุเทพ,1,101.39,26.79,0.0,0.0
2026-01-29,เชียงราย,พาน,ม่วงคำ,3,71.98,34.01666666666667,0.0,1.0
2026-01-29,เชียงราย,เมือง,ศรีภูมิ,1,64.51,29.58,0.0,0.0
2026-01-29,เชียงใหม่,สารภี,ยางเนิ้ง,1,57.76,33.77,0.0,0.0
2026-01-29,เชียงใหม่,สารภี,หนองผึ้ง,1,93.42,29.2,0.0,0.0
2026-01-29,เชียงใหม่,หางดง,หนองควาย,1,75.42,26.99,0.0,0.0
2026-01-29,เชียงใหม่,เมือง,ช้างเผือก,1,108.73,37.65,0.0,0.0
2026-01-29,แม่ฮ่องสอน,ปาย,แม่ฮี้,2,27.525,26.02,0.0,0.0
2026-01-29,แม่ฮ่องสอน,เมือง,ช้างเผือก,1,45.14,27.84,0.0,0.0
2026-01-03,ลำพูน,ลี้,ลี้,1,22.51,32.67,0.0,0.0
2026-01-03,เชียงราย,พาน,ทรายขาว,1,63.53,36.22,0.0,0.0
2026-01-03,เชียงราย,พาน,ม่วงคำ,2,103.745,31.355,1.0,0.0
2026-01-03,เชียงราย,แม่สาย,เวียงพางคำ,1,98.19,26.28,0.0,0.0
2026-01-03,เชียงใหม่,เมือง,ศรีภูมิ,1,35.14,33.91,0.0,0.0
2026-01-03,แม่ฮ่องสอน,ปาย,เวียงใต้,1,102.61,35.54,0.0,0.0
2026-01-30,ลำพูน,ลี้,ลี้,1,25.55,27.28,0.0,0.0
2026-01-30,ลำพูน,ลี้,ศรีวิชัย,1,15.62,28.89,0.0,0.0
2026-01-30,เชียงราย,พาน,ทรายขาว,1,96.6,30.15,0.0,1.0
2026-01-30,เชียงราย,พาน,ม่วงคำ,1,51.69,36.5,0.0,0.0
2026-01-30,เชียงราย,แม่สาย,เวียงพางคำ,1,14.96,36.13,0.0,0.0
2026-01-30,เชียงใหม่,สารภี,ยางเนิ้ง,1,95.22,31.25,0.0,0.0
2026-01-30,เชียงใหม่,หางดง,บ้านแหวน,1,28.41,38.62,0.0,0.0
2026-01-30,เชียงใหม่,เมือง,ศรีภูมิ,1,84.62,28.74,0.0,1.0
2026-01-30,เชียงใหม่,แม่ริม,ดอนแก้ว,1,90.13,39.97,0.0,1.0
2026-01-30,แม่ฮ่องสอน,ปาย,แม่ฮี้,1,43.17,35.88,0.0,0.0
2026-01-30,แม่ฮ่องสอน,เมือง,ศรีภูมิ,2,78.045,33.0,0.0,0.0
2026-01-31,ลำพูน,ป่าซาง,มะกอก,2,81.74,32.885,1.0,1.0
2026-01-31,เชียงราย,พาน,ม่วงคำ,1,110.31,29.05,0.0,0.0
2026-01-31,เชียงใหม่,สารภี,ยางเนิ้ง,1,47.64,31.51,0.0,0.0
2026-01-04,ลำพูน,ป่าซาง,มะกอก,1,13.1,34.75,0.0,0.0
2026-01-04,ลำพูน,ลี้,ศรีวิชัย,1,117.05,25.77,0.0,0.0
2026-01-04,ลำพูน,เมือง,ศรีภูมิ,1,52.44,33.52,0.0,1.0
2026-01-04,เชียงราย,แม่สาย,เวียงพางคำ,1,10.63,39.97,0.0,0.0
2026-01-04,เชียงใหม่,สารภี,หนองผึ้ง,1,55.58,39.85,0.0,1.0
2026-01-04,เชียงใหม่,หางดง,บ้านแหวน,1,39.68,26.29,0.0,0.0
2026-01-04,เชียงใหม่,เมือง,ช้างเผือก,1,116.18,33.06,0.0,0.0
2026-01-04,แม่ฮ่องสอน,ปาย,แม่ฮี้,1,53.47,29.76,0.0,0.0
2026-01-05,ลำพูน,ลี้,ลี้,1,26.84,27.76,0.0,1.0
2026-01-05,ลำพูน,เมือง,ศรีภูมิ,1,33.08,26.94,0.0,0.0
2026-01-05,เชียงราย,พาน,ทรายขาว,1,41.65,35.51,0.0,0.0
2026-01-05,เชียงราย,เมือง,ศรีภูมิ,1,42.54,36.17,0.0,0.0
2026-01-05,เชียงราย,แม่สาย,โป่งผา,1,70.71,32.14,0.0,0.0
2026-01-05,เชียงใหม่,หางดง,หนองควาย,1,90.72,30.3,0.0,1.0
2026-01-05,แม่ฮ่องสอน,ปาย,เวียงใต้,2,42.255,36.78,0.0,1.0
2026-01-05,แม่ฮ่องสอน,ปาย,แม่ฮี้,3,48.20666666666667,31.126666666666665,0.0,1.0
2026-01-05,แม่ฮ่องสอน,เมือง,ช้างเผือก,1,38.03,39.63,1.0,0.0
2026-01-05,แม่ฮ่องสอน,เมือง,สุเทพ,3,72.79333333333334,35.0,0.0,3.0
2026-01-06,ลำพูน,ลี้,ลี้,1,63.8,30.0,0.0,0.0
2026-01-06,ลำพูน,เมือง,ศรีภูมิ,2,28.855,33.635000000000005,0.0,0.0
2026-01-06,เชียงราย,พาน,ทรายขาว,1,64.23,35.47,0.0,1.0
2026-01-06,เชียงราย,เมือง,สุเทพ,1,47.55,25.44,0.0,0.0
2026-01-06,เชียงใหม่,สารภี,ยางเนิ้ง,1,30.83,26.8,0.0,0.0
2026-01-06,เชียงใหม่,เมือง,ศรีภูมิ,1,106.81,26.99,0.0,0.0
2026-01-06,เชียงใหม่,แม่ริม,ดอนแก้ว,1,28.4,35.93,0.0,0.0
2026-01-06,แม่ฮ่องสอน,ปาย,แม่ฮี้,1,38.76,27.96,0.0,0.0
2026-01-07,ลำพูน,ป่าซาง,มะกอก,2,69.69,30.84,0.0,0.0
2026-01-07,ลำพูน,ลี้,ลี้,2,43.49,30.575000000000003,0.0,0.0
2026-01-07,ลำพูน,ลี้,ศรีวิชัย,1,89.41,38.13,0.0,0.0
2026-01-07,เชียงราย,เมือง,ศรีภูมิ,1,63.89,28.78,0.0,0.0
2026-01-07,เชียงราย,เมือง,สุเทพ,1,69.66,38.59,0.0,0.0
2026-01-07,เชียงใหม่,เมือง,ช้างเผือก,1,111.08,36.89,1.0,0.0
2026-01-07,เชียงใหม่,แม่ริม,ริมใต้,1,25.69,30.72,0.0,0.0
2026-01-07,แม่ฮ่องสอน,ปาย,เวียงใต้,1,18.56,39.07,0.0,0.0
2026-01-07,แม่ฮ่องสอน,เมือง,สุเทพ,1,80.96,38.9,0.0,1.0
2026-01-08,ลำพูน,ป่าซาง,น้ำดิบ,3,64.57333333333334,37.61666666666667,0.0,2.0
2026-01-08,ลำพูน,ป่าซาง,มะกอก,1,21.32,28.43,0.0,0.0
2026-01-08,ลำพูน,เมือง,สุเทพ,1,20.15,33.04,0.0,0.0
2026-01-08,เชียงราย,แม่สาย,เวียงพางคำ,1,104.19,31.86,0.0,0.0
2026-01-08,เชียงใหม่,สารภี,หนองผึ้ง,1,46.33,31.57,0.0,0.0
2026-01-08,เชียงใหม่,เมือง,ช้างเผือก,1,89.08,37.35,0.0,1.0
2026-01-08,เชียงใหม่,เมือง,ศรีภูมิ,1,39.98,35.81,0.0,0.0
2026-01-08,แม่ฮ่องสอน,ปาย,เวียงใต้,1,100.95,36.65,0.0,1.0
2026-01-08,แม่ฮ่องสอน,ปาย,แม่ฮี้,1,52.04,28.68,0.0,0.0
2026-01-08,แม่ฮ่องสอน,เมือง,ศรีภูมิ,1,58.22,39.76,0.0,1.0
2026-01-08,แม่ฮ่องสอน,เมือง,สุเทพ,1,25.42,34.79,0.0,0.0
2026-01-09,ลำพูน,ป่าซาง,น้ำดิบ,1,84.16,29.57,0.0,0.0
2026-01-09,ลำพูน,ป่าซาง,มะกอก,1,35.49,35.52,0.0,0.0
2026-01-09,ลำพูน,เมือง,ศรีภูมิ,1,11.25,34.55,0.0,0.0
2026-01-09,เชียงราย,แม่สาย,เวียงพางคำ,1,59.25,28.86,0.0,0.0
2026-01-09,เชียงราย,แม่สาย,โป่งผา,1,48.01,30.18,0.0,0.0
2026-01-09,เชียงใหม่,สารภี,ยางเนิ้ง,1,79.73,26.5,0.0,0.0
2026-01-09,เชียงใหม่,แม่ริม,ริมใต้,1,29.1,35.0,0.0,0.0
2026-01-09,แม่ฮ่องสอน,ปาย,เวียงใต้,2,70.25,31.145,0.0,1.0
2026-01-09,แม่ฮ่องสอน,ปาย,แม่ฮี้,2,90.12,32.16,1.0,1.0
2026-01-09,แม่ฮ่องสอน,เมือง,ช้างเผือก,1,80.29,35.12,0.0,0.0
2026-01-09,แม่ฮ่องสอน,เมือง,ศรีภูมิ,1,104.93,30.17,0.0,0.0
2025-11-20,ลำพูน,ป่าซาง,น้ำดิบ,3,46.03333333333333,32.71333333333333,0.0,0.0
2025-11-20,ลำพูน,ป่าซาง,มะกอก,1,86.66,38.6,1.0,0.0
2025-11-20,ลำพูน,ลี้,ลี้,1,24.1,31.77,0.0,0.0
2025-11-20,ลำพูน,เมือง,สุเทพ,2,43.63,27.725,0.0,0.0
2025-11-20,เชียงราย,เมือง,ศรีภูมิ,1,78.77,28.71,0.0,0.0
2025-11-20,เชียงราย,แม่สาย,เวียงพางคำ,2,59.295,36.43,0.0,1.0
2025-11-20,เชียงใหม่,สารภี,ยางเนิ้ง,1,69.36,36.28,0.0,1.0
2025-11-20,เชียงใหม่,เมือง,ช้างเผือก,1,109.22,39.07,0.0,0.0
2025-11-20,เชียงใหม่,เมือง,สุเทพ,1,101.69,26.76,0.0,1.0
2025-11-20,แม่ฮ่องสอน,ปาย,เวียงใต้,3,75.10000000000001,30.35333333333333,0.0,1.0
2025-11-20,แม่ฮ่องสอน,เมือง,ศรีภูมิ,1,11.24,33.66,0.0,0.0
