datetime,date,hour,province,amphoe,tambon,pm25_avg,pm25_max,temperature_avg,temperature_max,humidity_avg,heat_index,source_station_id,lat,lon
2026-05-04 02:00:00,2026-05-04,2,Chiang Mai,Mueang Chiang Mai,Suthep,61.59,80.07,30.01,30.52,62.15,30.43,CMU_ST_001,18.7961,98.9525
2026-05-04 03:00:00,2026-05-04,3,Chiang Mai,Mueang Chiang Mai,Suthep,76.9,101.63,29.33,30.77,67.07,29.93,CMU_ST_001,18.7961,98.9525
2026-05-04 04:00:00,2026-05-04,4,Chiang Mai,Mueang Chiang Mai,Suthep,91.08,97.43,29.93,30.38,61.94,30.34,CMU_ST_001,18.7961,98.9525
2026-05-04 05:00:00,2026-05-04,5,Chiang Mai,Mueang Chiang Mai,Suthep,115.43,131.18,29.57,30.69,68.3,30.21,CMU_ST_001,18.7961,98.9525
2026-05-04 06:00:00,2026-05-04,6,Chiang Mai,Mueang Chiang Mai,Suthep,143.23,148.71,29.38,30.53,66.44,29.96,CMU_ST_001,18.7961,98.9525
2026-05-04 07:00:00,2026-05-04,7,Chiang Mai,Mueang Chiang Mai,Suthep,154.68,168.64,30.92,31.52,65.96,31.48,CMU_ST_001,18.7961,98.9525
2026-05-04 08:00:00,2026-05-04,8,Chiang Mai,Mueang Chiang Mai,Suthep,170.62,189.42,31.69,33.03,65.32,32.22,CMU_ST_001,18.7961,98.9525
2026-05-04 09:00:00,2026-05-04,9,Chiang Mai,Mueang Chiang Mai,Suthep,152.04,160.48,33.12,34.04,55.66,33.32,CMU_ST_001,18.7961,98.9525
2026-05-04 10:00:00,2026-05-04,10,Chiang Mai,Mueang Chiang Mai,Suthep,151.28,172.28,34.11,35.63,61.47,34.51,CMU_ST_001,18.7961,98.9525
2026-05-04 11:00:00,2026-05-04,11,Chiang Mai,Mueang Chiang Mai,Suthep,120.71,141.07,34.3,35.21,62.19,34.73,CMU_ST_001,18.7961,98.9525
2026-05-04 12:00:00,2026-05-04,12,Chiang Mai,Mueang Chiang Mai,Suthep,112.41,125.18,35.49,36.55,59.05,35.81,CMU_ST_001,18.7961,98.9525
2026-05-04 13:00:00,2026-05-04,13,Chiang Mai,Mueang Chiang Mai,Suthep,101.81,110.09,37.06,38.81,48.65,37.06,CMU_ST_001,18.7961,98.9525
2026-05-04 14:00:00,2026-05-04,14,Chiang Mai,Mueang Chiang Mai,Suthep,81.97,101.9,36.22,37.14,53.12,36.33,CMU_ST_001,18.7961,98.9525
2026-05-04 15:00:00,2026-05-04,15,Chiang Mai,Mueang Chiang Mai,Suthep,83.61,94.74,36.63,37.54,52.19,36.7,CMU_ST_001,18.7961,98.9525
2026-05-04 16:00:00,2026-05-04,16,Chiang Mai,Mueang Chiang Mai,Suthep,77.23,86.99,36.62,37.27,51.29,36.67,CMU_ST_001,18.7961,98.9525
2026-05-04 17:00:00,2026-05-04,17,Chiang Mai,Mueang Chiang Mai,Suthep,66.26,74.47,36.77,37.82,47.65,36.77,CMU_ST_001,18.7961,98.9525
2026-05-04 18:00:00,2026-05-04,18,Chiang Mai,Mueang Chiang Mai,Suthep,71.83,85.54,34.97,35.61,51.14,35.01,CMU_ST_001,18.7961,98.9525
2026-05-04 19:00:00,2026-05-04,19,Chiang Mai,Mueang Chiang Mai,Suthep,56.37,65.65,34.71,35.7,54.52,34.87,CMU_ST_001,18.7961,98.9525
2026-05-04 20:00:00,2026-05-04,20,Chiang Mai,Mueang Chiang Mai,Suthep,63.24,81.36,34.81,35.32,51.46,34.86,CMU_ST_001,18.7961,98.9525
2026-05-04 21:00:00,2026-05-04,21,Chiang Mai,Mueang Chiang Mai,Suthep,65.53,84.44,34.32,35.03,53.89,34.46,CMU_ST_001,18.7961,98.9525
2026-05-04 22:00:00,2026-05-04,22,Chiang Mai,Mueang Chiang Mai,Suthep,54.55,69.09,32.49,33.27,56.46,32.71,CMU_ST_001,18.7961,98.9525
2026-05-04 23:00:00,2026-05-04,23,Chiang Mai,Mueang Chiang Mai,Suthep,59.88,71.31,31.93,33.13,57.83,32.2,CMU_ST_001,18.7961,98.9525
2026-05-05 00:00:00,2026-05-05,0,Chiang Mai,Mueang Chiang Mai,Suthep,57.33,77.76,30.62,32.15,60.95,31.0,CMU_ST_001,18.7961,98.9525
2026-05-05 01:00:00,2026-05-05,1,Chiang Mai,Mueang Chiang Mai,Suthep,56.34,67.71,31.34,32.15,63.56,31.82,CMU_ST_001,18.7961,98.9525
2026-05-05 02:00:00,2026-05-05,2,Chiang Mai,Mueang Chiang Mai,Suthep,66.94,87.22,31.08,31.56,65.93,31.64,CMU_ST_001,18.7961,98.9525
2026-05-05 03:00:00,2026-05-05,3,Chiang Mai,Mueang Chiang Mai,Suthep,83.56,107.49,29.72,30.5,63.92,30.2,CMU_ST_001,18.7961,98.9525
2026-05-05 04:00:00,2026-05-05,4,Chiang Mai,Mueang Chiang Mai,Suthep,92.79,105.26,29.94,30.94,69.91,30.64,CMU_ST_001,18.7961,98.9525
2026-05-05 05:00:00,2026-05-05,5,Chiang Mai,Mueang Chiang Mai,Suthep,120.35,126.74,29.51,30.4,69.95,30.21,CMU_ST_001,18.7961,98.9525
2026-05-05 06:00:00,2026-05-05,6,Chiang Mai,Mueang Chiang Mai,Suthep,149.8,154.91,29.69,31.36,68.13,30.33,CMU_ST_001,18.7961,98.9525
2026-05-05 07:00:00,2026-05-05,7,Chiang Mai,Mueang Chiang Mai,Suthep,153.01,158.9,29.56,30.25,67.31,30.16,CMU_ST_001,18.7961,98.9525
2026-05-05 08:00:00,2026-05-05,8,Chiang Mai,Mueang Chiang Mai,Suthep,166.99,182.47,30.81,31.32,62.74,31.26,CMU_ST_001,18.7961,98.9525
2026-05-05 09:00:00,2026-05-05,9,Chiang Mai,Mueang Chiang Mai,Suthep,166.42,187.08,31.91,32.39,63.87,32.4,CMU_ST_001,18.7961,98.9525
2026-05-05 10:00:00,2026-05-05,10,Chiang Mai,Mueang Chiang Mai,Suthep,145.27,164.53,32.99,33.84,59.27,33.31,CMU_ST_001,18.7961,98.9525
2026-05-05 11:00:00,2026-05-05,11,Chiang Mai,Mueang Chiang Mai,Suthep,121.83,133.94,34.11,35.37,60.92,34.49,CMU_ST_001,18.7961,98.9525
2026-05-05 12:00:00,2026-05-05,12,Chiang Mai,Mueang Chiang Mai,Suthep,111.19,130.18,35.0,36.13,60.34,35.36,CMU_ST_001,18.7961,98.9525
2026-05-05 13:00:00,2026-05-05,13,Chiang Mai,Mueang Chiang Mai,Suthep,93.72,102.5,35.58,36.18,51.11,35.62,CMU_ST_001,18.7961,98.9525
2026-05-05 14:00:00,2026-05-05,14,Chiang Mai,Mueang Chiang Mai,Suthep,91.23,106.43,36.36,36.96,57.38,36.62,CMU_ST_001,18.7961,98.9525
2026-05-05 15:00:00,2026-05-05,15,Chiang Mai,Mueang Chiang Mai,Suthep,77.83,102.4,37.78,39.18,46.39,37.78,CMU_ST_001,18.7961,98.9525
2026-05-05 16:00:00,2026-05-05,16,Chiang Mai,Mueang Chiang Mai,Suthep,71.41,85.53,36.83,38.08,47.71,36.83,CMU_ST_001,18.7961,98.9525
2026-05-05 17:00:00,2026-05-05,17,Chiang Mai,Mueang Chiang Mai,Suthep,76.98,100.03,35.92,37.54,50.39,35.94,CMU_ST_001,18.7961,98.9525
2026-05-05 18:00:00,2026-05-05,18,Chiang Mai,Mueang Chiang Mai,Suthep,64.74,78.52,35.52,37.21,56.08,35.73,CMU_ST_001,18.7961,98.9525
2026-05-05 19:00:00,2026-05-05,19,Chiang Mai,Mueang Chiang Mai,Suthep,70.72,86.38,35.27,36.69,53.98,35.41,CMU_ST_001,18.7961,98.9525
2026-05-05 20:00:00,2026-05-05,20,Chiang Mai,Mueang Chiang Mai,Suthep,65.24,73.55,33.99,35.48,58.58,34.29,CMU_ST_001,18.7961,98.9525
2026-05-05 21:00:00,2026-05-05,21,Chiang Mai,Mueang Chiang Mai,Suthep,66.53,83.41,33.32,34.83,61.99,33.74,CMU_ST_001,18.7961,98.9525
2026-05-05 22:00:00,2026-05-05,22,Chiang Mai,Mueang Chiang Mai,Suthep,58.77,72.52,33.15,34.84,60.66,33.52,CMU_ST_001,18.7961,98.9525
2026-05-05 23:00:00,2026-05-05,23,Chiang Mai,Mueang Chiang Mai,Suthep,64.53,77.2,33.14,34.81,59.51,33.47,CMU_ST_001,18.7961,98.9525
2026-05-06 00:00:00,2026-05-06,0,Chiang Mai,Mueang Chiang Mai,Suthep,51.81,64.65,31.42,32.91,60.86,31.8,CMU_ST_001,18.7961,98.9525
2026-05-06 01:00:00,2026-05-06,1,Chiang Mai,Mueang Chiang Mai,Suthep,55.2,73.44,30.42,31.67,66.24,30.98,CMU_ST_001,18.7961,98.9525
2026-05-06 02:00:00,2026-05-06,2,Chiang Mai,Mueang Chiang Mai,Suthep,62.39,81.4,30.07,31.49,63.21,30.53,CMU_ST_001,18.7961,98.9525
2026-05-06 03:00:00,2026-05-06,3,Chiang Mai,Mueang Chiang Mai,Suthep,73.27,83.44,29.0,29.56,67.66,29.62,CMU_ST_001,18.7961,98.9525
2026-05-06 04:00:00,2026-05-06,4,Chiang Mai,Mueang Chiang Mai,Suthep,89.65,96.57,29.21,30.04,67.13,29.81,CMU_ST_001,18.7961,98.9525
2026-05-06 05:00:00,2026-05-06,5,Chiang Mai,Mueang Chiang Mai,Suthep,107.92,116.8,28.82,29.81,66.11,29.39,CMU_ST_001,18.7961,98.9525
2026-05-06 06:00:00,2026-05-06,6,Chiang Mai,Mueang Chiang Mai,Suthep,129.74,138.28,29.88,30.35,67.4,30.49,CMU_ST_001,18.7961,98.9525
2026-05-06 07:00:00,2026-05-06,7,Chiang Mai,Mueang Chiang Mai,Suthep,141.56,156.63,29.57,30.55,71.09,30.31,CMU_ST_001,18.7961,98.9525
2026-05-06 08:00:00,2026-05-06,8,Chiang Mai,Mueang Chiang Mai,Suthep,145.44,161.25,31.98,32.77,65.49,32.52,CMU_ST_001,18.7961,98.9525
2026-05-06 09:00:00,2026-05-06,9,Chiang Mai,Mueang Chiang Mai,Suthep,140.03,158.55,32.85,34.11,62.03,33.27,CMU_ST_001,18.7961,98.9525
2026-05-06 10:00:00,2026-05-06,10,Chiang Mai,Mueang Chiang Mai,Suthep,120.24,132.63,33.54,35.19,58.2,33.83,CMU_ST_001,18.7961,98.9525
2026-05-06 11:00:00,2026-05-06,11,Chiang Mai,Mueang Chiang Mai,Suthep,106.01,123.12,34.94,36.55,52.51,35.03,CMU_ST_001,18.7961,98.9525
2026-05-06 12:00:00,2026-05-06,12,Chiang Mai,Mueang Chiang Mai,Suthep,95.14,100.67,34.81,35.52,60.88,35.19,CMU_ST_001,18.7961,98.9525
2026-05-06 13:00:00,2026-05-06,13,Chiang Mai,Mueang Chiang Mai,Suthep,82.81,94.98,35.85,36.35,57.96,36.13,CMU_ST_001,18.7961,98.9525
2026-05-06 14:00:00,2026-05-06,14,Chiang Mai,Mueang Chiang Mai,Suthep,68.05,92.94,36.04,37.3,55.18,36.22,CMU_ST_001,18.7961,98.9525
2026-05-06 15:00:00,2026-05-06,15,Chiang Mai,Mueang Chiang Mai,Suthep,67.72,85.62,36.91,38.1,56.91,37.15,CMU_ST_001,18.7961,98.9525
2026-05-06 16:00:00,2026-05-06,16,Chiang Mai,Mueang Chiang Mai,Suthep,68.88,86.07,36.27,37.86,52.25,36.34,CMU_ST_001,18.7961,98.9525
2026-05-06 17:00:00,2026-05-06,17,Chiang Mai,Mueang Chiang Mai,Suthep,58.96,83.53,35.71,36.66,58.57,36.01,CMU_ST_001,18.7961,98.9525
2026-05-06 18:00:00,2026-05-06,18,Chiang Mai,Mueang Chiang Mai,Suthep,54.56,73.09,35.93,37.19,55.96,36.14,CMU_ST_001,18.7961,98.9525
2026-05-06 19:00:00,2026-05-06,19,Chiang Mai,Mueang Chiang Mai,Suthep,58.43,73.88,34.71,35.52,58.77,35.01,CMU_ST_001,18.7961,98.9525
2026-05-06 20:00:00,2026-05-06,20,Chiang Mai,Mueang Chiang Mai,Suthep,49.15,54.26,34.94,36.54,59.17,35.26,CMU_ST_001,18.7961,98.9525
2026-05-06 21:00:00,2026-05-06,21,Chiang Mai,Mueang Chiang Mai,Suthep,44.55,67.52,33.43,34.79,58.64,33.73,CMU_ST_001,18.7961,98.9525
2026-05-06 22:00:00,2026-05-06,22,Chiang Mai,Mueang Chiang Mai,Suthep,46.84,52.07,33.1,33.54,56.78,33.33,CMU_ST_001,18.7961,98.9525
2026-05-06 23:00:00,2026-05-06,23,Chiang Mai,Mueang Chiang Mai,Suthep,52.59,60.32,33.2,34.02,60.6,33.57,CMU_ST_001,18.7961,98.9525
2026-05-07 00:00:00,2026-05-07,0,Chiang Mai,Mueang Chiang Mai,Suthep,44.82,56.53,31.24,31.98,60.51,31.61,CMU_ST_001,18.7961,98.9525
2026-05-07 01:00:00,2026-05-07,1,Chiang Mai,Mueang Chiang Mai,Suthep,44.25,54.29,31.68,32.49,64.04,32.17,CMU_ST_001,18.7961,98.9525
2026-05-07 02:00:00,2026-05-07,2,Chiang Mai,Mueang Chiang Mai,Suthep,56.33,62.29,29.85,31.32,64.96,30.37,CMU_ST_001,18.7961,98.9525
2026-05-07 03:00:00,2026-05-07,3,Chiang Mai,Mueang Chiang Mai,Suthep,56.76,78.62,30.22,31.66,69.76,30.91,CMU_ST_001,18.7961,98.9525
2026-05-07 04:00:00,2026-05-07,4,Chiang Mai,Mueang Chiang Mai,Suthep,76.18,87.22,29.8,31.23,65.21,30.34,CMU_ST_001,18.7961,98.9525
2026-05-07 05:00:00,2026-05-07,5,Chiang Mai,Mueang Chiang Mai,Suthep,92.46,105.16,29.08,29.91,66.58,29.66,CMU_ST_001,18.7961,98.9525
2026-05-07 06:00:00,2026-05-07,6,Chiang Mai,Mueang Chiang Mai,Suthep,106.33,113.42,30.17,31.49,66.11,30.74,CMU_ST_001,18.7961,98.9525
2026-05-07 07:00:00,2026-05-07,7,Chiang Mai,Mueang Chiang Mai,Suthep,117.17,128.94,30.76,32.18,65.85,31.32,CMU_ST_001,18.7961,98.9525
2026-05-07 08:00:00,2026-05-07,8,Chiang Mai,Mueang Chiang Mai,Suthep,130.54,140.19,31.48,32.4,63.18,31.94,CMU_ST_001,18.7961,98.9525
2026-05-07 09:00:00,2026-05-07,9,Chiang Mai,Mueang Chiang Mai,Suthep,115.46,136.82,31.83,33.15,60.88,32.22,CMU_ST_001,18.7961,98.9525
