date,province,amphoe,tambon,local_name,pm25_avg,temperature_avg
2026-04-05 13:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,171.57,37.67
2026-04-05 14:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,158.27,39.34
2026-04-05 15:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,168.98,39.74
2026-04-05 16:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,188.46,39.06
2026-04-05 17:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,186.8,35.1
2026-04-05 18:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,176.33,32.54
2026-04-05 19:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,175.7,29.87
2026-04-05 20:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,179.07,28.3
2026-04-05 21:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,188.93,26.55
2026-04-05 22:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,198.3,26.35
2026-04-05 23:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,197.42,25.53
2026-04-06 00:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,187.23,25.28
2026-04-06 01:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,185.28,25.07
2026-04-06 02:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,188.61,24.46
2026-04-06 03:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,195.26,23.12
2026-04-06 04:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,194.1,23.08
2026-04-06 05:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,189.84,21.68
2026-04-06 06:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,196.68,21.59
2026-04-06 07:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,198.41,21.86
2026-04-06 08:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,187.95,24.52
2026-04-06 09:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,185.7,28.43
2026-04-06 10:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,201.62,31.37
2026-04-06 11:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,192.36,35.41
2026-04-06 12:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,170.81,36.67
2026-04-06 13:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,171.09,38.55
2026-04-06 14:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,151.39,39.39
2026-04-06 15:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,149.73,40.43
2026-04-06 16:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,156.59,36.26
2026-04-06 17:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,144.94,31.07
2026-04-06 18:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,127.92,29.01
2026-04-06 19:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,99.43,27.46
2026-04-06 20:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,60.75,19.15
2026-04-06 21:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,60.7,19.94
2026-04-06 22:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,71.21,20.25
2026-04-06 23:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,77.48,20.58
2026-04-07 00:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,85.02,20.34
2026-04-07 01:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,86.58,20.54
2026-04-07 02:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,90.41,20.28
2026-04-07 03:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,87.51,20.39
2026-04-07 04:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,98.76,20.18
2026-04-07 05:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,98.67,19.73
2026-04-07 06:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,99.57,19.45
2026-04-07 07:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,109.55,20.15
2026-04-07 08:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,105.78,21.17
2026-04-07 09:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,108.91,23.05
2026-04-07 10:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,110.99,24.22
2026-04-07 11:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,116.24,28.98
2026-04-07 12:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,133.15,33.34
2026-04-07 13:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,127.91,35.07
2026-04-07 14:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,117.81,36.54
2026-04-07 15:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,111.66,36.9
2026-04-07 16:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,107.7,34.76
2026-04-07 17:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,101.08,37.09
2026-04-07 18:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,110.94,31.55
2026-04-07 19:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,107.96,28.23
2026-04-07 20:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,103.63,26.45
2026-04-07 21:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,103.48,25.73
2026-04-07 22:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,105.08,24.79
2026-04-07 23:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,89.81,26.67
2026-04-08 00:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,91.53,25.59
2026-04-08 01:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,83.69,23.97
2026-04-08 02:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,78.81,22.91
2026-04-08 03:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,73.75,21.82
2026-04-08 04:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,67.62,20.52
2026-04-08 05:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,76.59,19.97
2026-04-08 06:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,84.46,19.4
2026-04-08 07:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,76.41,20.8
2026-04-08 08:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,87.06,23.74
2026-04-08 09:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,86.57,27.23
2026-04-08 10:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,81.8,30.45
2026-04-08 11:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,93.79,32.22
2026-04-08 12:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,100.24,34.25
2026-04-08 13:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,91.95,36.37
2026-04-08 14:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,85.16,37.72
2026-04-08 15:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,87.43,39.41
2026-04-08 16:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,86.55,36.54
2026-04-08 17:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,89.93,32.68
2026-04-08 18:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,96.93,30.22
2026-04-08 19:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,105.03,27.51
2026-04-08 20:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,104.02,26.88
2026-04-08 21:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,111.66,24.79
2026-04-08 22:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,103.33,24.55
2026-04-08 23:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,104.78,23.29
2026-04-09 00:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,110.38,22.9
2026-04-09 01:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,109.96,22.54
2026-04-09 02:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,111.99,21.0
2026-04-09 03:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,116.65,20.96
2026-04-09 04:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,126.45,20.45
2026-04-09 05:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,116.04,19.66
2026-04-09 06:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,127.85,19.25
2026-04-09 07:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,122.19,20.39
2026-04-09 08:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,118.63,23.93
2026-04-09 09:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,110.36,26.65
2026-04-09 10:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,99.43,30.55
2026-04-09 11:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,117.57,32.67
2026-04-09 12:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,110.51,34.82
2026-04-09 13:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,91.8,36.23
2026-04-09 14:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,94.49,33.55
2026-04-09 15:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,99.77,36.8
2026-04-09 16:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,104.46,36.51
2026-04-09 17:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,103.05,34.55
2026-04-09 18:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,108.64,31.24
2026-04-09 19:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,116.49,27.27
2026-04-09 20:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,113.63,25.18
2026-04-09 21:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,126.85,25.17
2026-04-09 22:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,119.41,23.2
2026-04-09 23:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,116.82,22.67
2026-04-10 00:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,123.59,22.42
2026-04-10 01:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,124.98,21.79
2026-04-10 02:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,130.52,20.76
2026-04-10 03:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,140.99,20.17
2026-04-10 04:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,143.01,19.76
2026-04-10 05:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,144.06,19.33
2026-04-10 06:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,148.63,18.97
2026-04-10 07:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,156.67,20.34
2026-04-10 08:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,162.89,24.03
2026-04-10 09:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,172.26,27.84
2026-04-10 10:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,136.12,31.88
2026-04-10 11:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,108.2,33.45
2026-04-10 12:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,88.29,35.48
2026-04-10 13:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,75.39,37.56
2026-04-10 14:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,70.62,37.09
2026-04-10 15:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,71.32,35.11
2026-04-10 16:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,78.47,31.91
2026-04-10 17:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,92.9,32.53
2026-04-10 18:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,80.64,30.98
2026-04-10 19:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,94.69,28.35
2026-04-10 20:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,97.42,27.98
2026-04-10 21:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,97.03,27.25
2026-04-10 22:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,102.86,24.95
2026-04-10 23:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,108.82,23.57
2026-04-11 00:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,113.71,22.84
2026-04-11 01:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,121.49,21.68
2026-04-11 02:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,115.88,21.41
2026-04-11 03:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,115.53,20.17
2026-04-11 04:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,123.74,20.41
2026-04-11 05:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,123.15,19.45
2026-04-11 06:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,136.3,19.59
2026-04-11 07:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,127.81,20.49
2026-04-11 08:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,123.15,23.7
2026-04-11 09:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,158.32,28.29
2026-04-11 10:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,156.7,32.66
2026-04-11 11:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,103.81,35.58
2026-04-11 12:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,74.96,36.71
2026-04-11 13:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,74.1,38.78
2026-04-11 14:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,76.99,37.43
2026-04-11 15:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,76.53,38.76
2026-04-11 16:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,92.27,38.2
2026-04-11 17:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,110.27,37.59
2026-04-11 18:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,125.8,32.34
2026-04-11 19:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,110.26,27.88
2026-04-11 20:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,107.27,26.08
2026-04-11 21:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,112.58,25.18
2026-04-11 22:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,116.67,23.67
2026-04-11 23:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,122.41,23.53
2026-04-12 00:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,167.88,23.16
2026-04-12 01:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,121.97,22.13
2026-04-12 02:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,136.29,22.95
2026-04-12 03:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,133.98,22.43
2026-04-12 04:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,126.84,21.04
2026-04-12 05:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,129.13,19.97
2026-04-12 06:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,163.53,18.28
2026-04-12 07:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,110.66,19.7
2026-04-12 08:00:00,เชียงใหม่,ฝาง,เวียง,รพ.ฝาง,115.12,24.07
